date,gamma,elecro,lon,L
2023-12-0102:21:00.000,N/A,N/A,99.270882,1.0184900
2023-12-0102:22:00.000,N/A,N/A,98.517502,1.0552100
2023-12-0102:23:00.000,N/A,N/A,97.757210,1.1070600
2023-12-0102:24:00.000,1.0266667,N/A,96.985443,1.1757300
2023-12-0102:25:00.000,1.0330000,N/A,96.197220,1.2662500
2023-12-0102:26:00.000,1.1210000,N/A,95.386963,1.3816800
2023-12-0102:27:00.000,1.3446667,N/A,94.548248,1.5296299
2023-12-0102:28:00.000,1.8200000,N/A,93.673500,1.7189800
2023-12-0102:29:00.000,13.822000,N/A,92.753548,1.9600101
2023-12-0102:30:00.000,24.646000,N/A,91.777046,2.2706699
2023-12-0102:31:00.000,51.838667,N/A,90.729660,2.6765101
2023-12-0102:32:00.000,476.63500,0.000000e+0,89.592880,3.2102499
2023-12-0102:33:00.000,481.19167,N/A,88.342201,3.9170001
2023-12-0102:34:00.000,252.55033,N/A,86.944443,4.8536100
2023-12-0102:35:00.000,51.367333,N/A,85.353401,6.1093402
2023-12-0102:36:00.000,6.8696667,N/A,83.502762,7.8232598
2023-12-0102:37:00.000,2.8696667,N/A,81.293968,10.096760
2023-12-0102:38:00.000,2.1006667,N/A,78.574570,12.836960
2023-12-0102:39:00.000,1.7150000,N/A,75.097473,15.577770
2023-12-0102:40:00.000,2.0440000,N/A,70.440659,17.404499
2023-12-0102:41:00.000,1.8036667,N/A,63.843410,17.469690
2023-12-0102:42:00.000,1.7236667,N/A,53.885899,15.828500
2023-12-0102:43:00.000,1.7646667,N/A,38.098969,13.343070
2023-12-0102:44:00.000,2.0463333,N/A,14.185950,10.835050
2023-12-0102:45:00.000,2.3496667,N/A,346.46869,8.6907301
2023-12-0102:46:00.000,72.592667,0.000000e+0,324.63480,6.9787002
2023-12-0102:47:00.000,449.72233,0.000000e+0,310.62656,5.6451302
2023-12-0102:48:00.000,603.28300,0.000000e+0,301.71704,4.6207800
2023-12-0102:49:00.000,596.79833,0.000000e+0,295.71710,3.8434401
2023-12-0102:50:00.000,141.14500,N/A,291.41663,3.2543700
2023-12-0102:51:00.000,16.959000,N/A,288.16434,2.8024499
2023-12-0102:52:00.000,77.674000,N/A,285.59409,2.4511499
2023-12-0102:53:00.000,147.33600,N/A,283.48856,2.1743701
2023-12-0102:54:00.000,57.609667,0.000000e+0,281.71194,1.9540900
2023-12-0102:55:00.000,3.4976667,N/A,280.17548,1.7775800
2023-12-0102:56:00.000,2.7333333,N/A,278.81888,1.6347100
2023-12-0102:57:00.000,4.6623333,N/A,277.59982,1.5182000
2023-12-0102:58:00.000,5.0170000,N/A,276.48767,1.4232200
2023-12-0102:59:00.000,2.8983333,N/A,275.45969,1.3455400
2023-12-0103:00:00.000,3.5563333,N/A,274.49854,1.2826800
2023-12-0103:01:00.000,3.2110000,N/A,273.59073,1.2325900
2023-12-0103:02:00.000,3.7340000,N/A,272.72556,1.1933399
2023-12-0103:03:00.000,3.9063333,N/A,271.89432,1.1644200
2023-12-0103:04:00.000,2.2520000,N/A,271.08972,1.1443599
2023-12-0103:05:00.000,1.6936667,N/A,270.30560,1.1326100
2023-12-0103:06:00.000,1.2763333,N/A,269.53653,1.1291000
2023-12-0103:07:00.000,0.96833333,N/A,268.77768,1.1343400
2023-12-0103:08:00.000,1.0300000,N/A,268.02448,1.1483099
2023-12-0103:09:00.000,0.91566667,N/A,267.27286,1.1719900
2023-12-0103:10:00.000,1.0680000,N/A,266.51816,1.2058200
2023-12-0103:11:00.000,1.0850000,N/A,265.75616,1.2517600
2023-12-0103:12:00.000,1.0303333,N/A,264.98224,1.3115500
2023-12-0103:13:00.000,1.1760000,N/A,264.19135,1.3877500
2023-12-0103:14:00.000,1.0890000,N/A,263.37778,1.4831899
2023-12-0103:15:00.000,1.3056667,N/A,262.53503,1.6026599
2023-12-0103:16:00.000,2.0300000,N/A,261.65524,1.7513900
2023-12-0103:17:00.000,9.9900000,N/A,260.72900,1.9374400
2023-12-0103:18:00.000,16.314333,N/A,259.74457,2.1720500
2023-12-0103:19:00.000,5.3020000,N/A,258.68707,2.4704399
2023-12-0103:20:00.000,164.07133,N/A,257.53723,2.8550999
2023-12-0103:21:00.000,465.90067,N/A,256.26941,3.3585100
2023-12-0103:22:00.000,365.81700,0.000000e+0,254.84871,4.0274701
2023-12-0103:23:00.000,130.95967,N/A,253.22630,4.9326501
2023-12-0103:24:00.000,1.6933333,N/A,251.33160,6.1905098
2023-12-0103:25:00.000,1.8743333,N/A,249.05899,7.9992199
2023-12-0103:26:00.000,1.7720000,N/A,246.24348,10.665240
2023-12-0103:27:00.000,1.6246667,N/A,242.61501,14.619630
2023-12-0103:28:00.000,1.6510000,N/A,237.70644,20.316370
2023-12-0103:29:00.000,1.8523333,N/A,230.66522,27.501150
2023-12-0103:30:00.000,1.8680000,N/A,219.89005,33.625820
2023-12-0103:31:00.000,1.6410000,N/A,202.68288,34.170719
2023-12-0103:32:00.000,1.9090000,N/A,177.23787,28.718599
2023-12-0103:33:00.000,2.1733333,N/A,149.72153,21.613550
2023-12-0103:34:00.000,2.2106667,N/A,129.33235,15.809260
2023-12-0103:35:00.000,11.996333,N/A,116.47681,11.583940
2023-12-0103:36:00.000,54.967667,N/A,108.25910,8.5688601
2023-12-0103:37:00.000,310.46267,N/A,102.66942,6.4684701
2023-12-0103:38:00.000,399.26767,0.000000e+0,98.623932,5.0538201
2023-12-0103:39:00.000,288.06167,0.000000e+0,95.538757,4.0674400
2023-12-0103:40:00.000,12.809333,N/A,93.083344,3.3464200
2023-12-0103:41:00.000,9.5533333,N/A,91.059860,2.8019300
2023-12-0103:42:00.000,5.1636667,N/A,89.343781,2.3840599
2023-12-0103:43:00.000,1.4446667,N/A,87.853188,2.0619700
2023-12-0103:44:00.000,1.1783333,N/A,86.532112,1.8099800
2023-12-0103:45:00.000,1.0523333,N/A,85.341026,1.6115201
2023-12-0103:46:00.000,1.0540000,N/A,84.251221,1.4538500
2023-12-0103:47:00.000,N/A,N/A,83.241241,1.3288300
2023-12-0103:48:00.000,N/A,N/A,82.294724,1.2293600
2023-12-0103:49:00.000,N/A,N/A,81.398857,1.1517200
2023-12-0103:50:00.000,0.84000000,N/A,80.543427,1.0920500
2023-12-0103:51:00.000,0.81500000,N/A,79.720070,1.0476100
2023-12-0103:52:00.000,0.78500000,N/A,78.921822,1.0166100
2023-12-0103:53:00.000,0.71833333,N/A,78.142693,0.99823999
2023-12-0103:54:00.000,0.77366667,N/A,77.377411,0.99146003
2023-12-0103:55:00.000,0.81333333,N/A,76.621231,0.99618000
2023-12-0103:56:00.000,0.76100000,N/A,75.869720,1.0117199
2023-12-0103:57:00.000,0.77200000,N/A,75.118591,1.0401500
2023-12-0103:58:00.000,0.80466667,N/A,74.363586,1.0809100
2023-12-0103:59:00.000,0.84566667,N/A,73.600311,1.1373700
2023-12-0104:00:00.000,0.90400000,N/A,72.824089,1.2109200
2023-12-0104:01:00.000,0.99266667,N/A,72.029793,1.3046600
2023-12-0104:02:00.000,1.0320000,N/A,71.211601,1.4225301
2023-12-0104:03:00.000,1.1453333,N/A,70.362801,1.5689800
2023-12-0104:04:00.000,1.3830000,N/A,69.475357,1.7503901
2023-12-0104:05:00.000,2.3363333,N/A,68.539520,1.9734600
2023-12-0104:06:00.000,7.8900000,N/A,67.543137,2.2476101
2023-12-0104:07:00.000,6.1836667,N/A,66.470749,2.5853701
2023-12-0104:08:00.000,63.710667,N/A,65.302238,3.0003600
2023-12-0104:09:00.000,386.86200,0.000000e+0,64.010818,3.5083399
2023-12-0104:10:00.000,313.29533,0.000000e+0,62.559891,4.1293502
2023-12-0104:11:00.000,119.66067,N/A,60.898060,4.8860898
2023-12-0104:12:00.000,14.077667,N/A,58.950802,5.7991400
2023-12-0104:13:00.000,2.2621667,N/A,56.606071,6.8618398
2023-12-0104:14:00.000,N/A,N/A,53.688202,8.0187302
2023-12-0104:15:00.000,N/A,N/A,49.908051,9.1500597
2023-12-0104:16:00.000,N/A,N/A,44.763470,10.065400
2023-12-0104:17:00.000,N/A,N/A,37.336071,10.538870
2023-12-0104:18:00.000,2.2369714,N/A,25.916031,10.420440
2023-12-0104:19:00.000,2.0463333,N/A,7.7679901,9.7353296
2023-12-0104:20:00.000,2.0000000,N/A,341.74493,8.6751499
2023-12-0104:21:00.000,2.0440000,N/A,314.99591,7.4756398
2023-12-0104:22:00.000,4.3530000,N/A,295.73004,6.3152099
2023-12-0104:23:00.000,358.66067,0.000000e+0,283.57498,5.2916698
2023-12-0104:24:00.000,580.95767,0.000000e+0,275.72961,4.4409399
2023-12-0104:25:00.000,495.19767,0.000000e+0,270.34207,3.7601299
2023-12-0104:26:00.000,33.593667,N/A,266.41275,3.2240200
2023-12-0104:27:00.000,34.234000,N/A,263.39819,2.8011999
2023-12-0104:28:00.000,63.079667,N/A,260.98779,2.4651699
2023-12-0104:29:00.000,63.057000,N/A,258.99411,2.1958499
2023-12-0104:30:00.000,16.562333,N/A,257.29843,1.9785300
2023-12-0104:31:00.000,1.5070000,N/A,255.82213,1.8013000
2023-12-0104:32:00.000,1.5300000,N/A,254.51126,1.6555600
2023-12-0104:33:00.000,1.3670000,N/A,253.32758,1.5352200
2023-12-0104:34:00.000,1.8466667,N/A,252.24318,1.4355299
2023-12-0104:35:00.000,1.6090000,N/A,251.23717,1.3525500
2023-12-0104:36:00.000,1.1113333,N/A,250.29355,1.2840700
2023-12-0104:37:00.000,1.0286667,N/A,249.39977,1.2281400
2023-12-0104:38:00.000,0.96366667,N/A,248.54578,1.1827600
2023-12-0104:39:00.000,1.0626667,N/A,247.72337,1.1473800
2023-12-0104:40:00.000,1.1110000,N/A,246.92563,1.1212100
2023-12-0104:41:00.000,1.0363333,N/A,246.14664,1.1036600
2023-12-0104:42:00.000,0.96800000,N/A,245.38118,1.0947900
2023-12-0104:43:00.000,1.0483333,N/A,244.62453,1.0946300
2023-12-0104:44:00.000,0.94900000,N/A,243.87221,1.1027100
2023-12-0104:45:00.000,1.0380000,N/A,243.11996,1.1199900
2023-12-0104:46:00.000,1.0586667,N/A,242.36349,1.1476800
2023-12-0104:47:00.000,0.90933333,N/A,241.59834,1.1863800
2023-12-0104:48:00.000,1.0610000,N/A,240.81981,1.2379800
2023-12-0104:49:00.000,1.1030000,N/A,240.02264,1.3032200
2023-12-0104:50:00.000,1.2593333,N/A,239.20094,1.3854899
2023-12-0104:51:00.000,1.2633333,N/A,238.34776,1.4871600
2023-12-0104:52:00.000,1.2953333,N/A,237.45491,1.6127400
2023-12-0104:53:00.000,2.3246667,N/A,236.51228,1.7673600
2023-12-0104:54:00.000,20.855000,N/A,235.50734,1.9588600
2023-12-0104:55:00.000,32.709667,N/A,234.42398,2.1984999
2023-12-0104:56:00.000,12.900000,N/A,233.24124,2.5014300
2023-12-0104:57:00.000,92.151000,N/A,231.93105,2.8901200
2023-12-0104:58:00.000,439.46067,N/A,230.45483,3.3951800
2023-12-0104:59:00.000,426.23367,N/A,228.75818,4.0631599
2023-12-0105:00:00.000,138.23533,N/A,226.76160,4.9643898
2023-12-0105:01:00.000,2.4490000,N/A,224.34460,6.2081599
2023-12-0105:02:00.000,1.7203333,N/A,221.31657,7.9574499
2023-12-0105:03:00.000,1.6126667,N/A,217.36017,10.424420
2023-12-0105:04:00.000,1.5566667,N/A,211.91730,13.820590
2023-12-0105:05:00.000,1.6176667,N/A,203.95506,18.111210
2023-12-0105:06:00.000,1.6596667,N/A,191.54961,22.381350
2023-12-0105:07:00.000,1.5783333,N/A,171.81320,24.544180
2023-12-0105:08:00.000,1.5950000,N/A,144.60291,23.023640
2023-12-0105:09:00.000,2.3286667,N/A,118.64785,19.031879
2023-12-0105:10:00.000,3.7870000,N/A,100.82877,14.624050
2023-12-0105:11:00.000,2.6853333,N/A,89.672852,10.969420
2023-12-0105:12:00.000,12.002667,N/A,82.416862,8.2089996
2023-12-0105:13:00.000,144.91700,N/A,77.382980,6.2535400
2023-12-0105:14:00.000,332.60100,N/A,73.677101,4.9081802
2023-12-0105:15:00.000,83.585667,N/A,70.811203,3.9575000
2023-12-0105:16:00.000,2.8236667,N/A,68.504219,3.2618899
2023-12-0105:17:00.000,2.0083333,N/A,66.585243,2.7390800
2023-12-0105:18:00.000,1.3330000,N/A,64.945137,2.3408301
2023-12-0105:19:00.000,1.2630000,N/A,63.511261,2.0334001
2023-12-0105:20:00.000,1.1030000,N/A,62.233421,1.7941300
2023-12-0105:21:00.000,0.99433333,N/A,61.075859,1.6051300
2023-12-0105:22:00.000,0.97766667,N/A,60.012390,1.4556299
2023-12-0105:23:00.000,0.88033333,N/A,59.023300,1.3373500
2023-12-0105:24:00.000,0.81766667,N/A,58.093441,1.2431600
2023-12-0105:25:00.000,0.79433333,N/A,57.210892,1.1699800
2023-12-0105:26:00.000,0.72133333,N/A,56.366058,1.1137700
2023-12-0105:27:00.000,0.76133333,N/A,55.551048,1.0719800
2023-12-0105:28:00.000,0.77966667,N/A,54.759220,1.0439700
2023-12-0105:29:00.000,0.75766667,N/A,53.984840,1.0277801
2023-12-0105:30:00.000,0.76666667,N/A,53.222832,1.0236800
2023-12-0105:31:00.000,0.77400000,N/A,52.468540,1.0309100
2023-12-0105:32:00.000,0.79700000,N/A,51.717602,1.0501200
2023-12-0105:33:00.000,0.79400000,N/A,50.965752,1.0813900
2023-12-0105:34:00.000,0.80533333,N/A,50.208710,1.1268100
2023-12-0105:35:00.000,0.83900000,N/A,49.442009,1.1873200
2023-12-0105:36:00.000,0.86800000,N/A,48.660851,1.2646600
2023-12-0105:37:00.000,0.93233333,N/A,47.859940,1.3609000
2023-12-0105:38:00.000,1.0443333,N/A,47.033199,1.4783800
2023-12-0105:39:00.000,1.1020000,N/A,46.173550,1.6197701
2023-12-0105:40:00.000,1.2286667,N/A,45.272511,1.7869400
2023-12-0105:41:00.000,1.4153333,N/A,44.319649,1.9836400
2023-12-0105:42:00.000,2.1503333,N/A,43.301949,2.2128301
2023-12-0105:43:00.000,7.3306667,N/A,42.202690,2.4795401
2023-12-0105:44:00.000,17.480333,N/A,40.999962,2.7884800
2023-12-0105:45:00.000,221.13933,0.000000e+0,39.664410,3.1445000
2023-12-0105:46:00.000,554.33567,0.000000e+0,38.155571,3.5566800
2023-12-0105:47:00.000,349.82167,0.000000e+0,36.416088,4.0365500
2023-12-0105:48:00.000,383.88600,0.000000e+0,34.361938,4.5939202
2023-12-0105:49:00.000,184.34300,N/A,31.865240,5.2309399
2023-12-0105:50:00.000,4.0870000,N/A,28.722639,5.9301600
2023-12-0105:51:00.000,1.9716667,N/A,24.594080,6.6533999
2023-12-0105:52:00.000,1.5206667,N/A,18.879021,7.3374701
2023-12-0105:53:00.000,1.7006667,N/A,10.466030,7.8882999
2023-12-0105:54:00.000,1.8526667,N/A,357.31805,8.1949501
2023-12-0105:55:00.000,1.5816667,N/A,336.62854,8.1717997
2023-12-0105:56:00.000,1.7220000,N/A,309.21878,7.8059402
2023-12-0105:57:00.000,2.1806667,N/A,284.29886,7.1698298
2023-12-0105:58:00.000,10.006343,N/A,267.49063,6.3839798
2023-12-0105:59:00.000,N/A,N/A,256.91293,5.5665002
2023-12-0106:00:00.000,N/A,N/A,249.96352,4.8027201
2023-12-0106:01:00.000,N/A,N/A,245.09880,4.1365199
2023-12-0106:02:00.000,N/A,N/A,241.49185,3.5775800
2023-12-0106:03:00.000,N/A,N/A,238.68701,3.1161799
2023-12-0106:04:00.000,N/A,N/A,236.41943,2.7364800
2023-12-0106:05:00.000,N/A,N/A,234.52682,2.4237499
2023-12-0106:06:00.000,N/A,N/A,232.90491,2.1659801
2023-12-0106:07:00.000,N/A,N/A,231.48386,1.9531000
2023-12-0106:08:00.000,N/A,N/A,230.21521,1.7758400
2023-12-0106:09:00.000,N/A,N/A,229.06435,1.6290400
2023-12-0106:10:00.000,N/A,N/A,228.00575,1.5066600
2023-12-0106:11:00.000,N/A,N/A,227.02026,1.4046900
2023-12-0106:12:00.000,N/A,N/A,226.09302,1.3207600
2023-12-0106:13:00.000,N/A,N/A,225.21233,1.2515800
2023-12-0106:14:00.000,N/A,N/A,224.36874,1.1953501
2023-12-0106:15:00.000,N/A,N/A,223.55453,1.1511500
2023-12-0106:16:00.000,N/A,N/A,222.76308,1.1173700
2023-12-0106:17:00.000,N/A,N/A,221.98874,1.0938700
2023-12-0106:18:00.000,N/A,N/A,221.22644,1.0793000
2023-12-0106:19:00.000,N/A,N/A,220.47156,1.0737500
2023-12-0106:20:00.000,N/A,N/A,219.71971,1.0769399
2023-12-0106:21:00.000,N/A,N/A,218.96661,1.0892600
2023-12-0106:22:00.000,N/A,N/A,218.20799,1.1110100
2023-12-0106:23:00.000,N/A,N/A,217.43929,1.1425600
2023-12-0106:24:00.000,N/A,N/A,216.65564,1.1844500
2023-12-0106:25:00.000,N/A,N/A,215.85165,1.2382100
2023-12-0106:26:00.000,N/A,N/A,215.02113,1.3047000
2023-12-0106:27:00.000,N/A,N/A,214.15681,1.3858800
2023-12-0106:28:00.000,N/A,N/A,213.24994,1.4854600
2023-12-0106:29:00.000,N/A,N/A,212.28978,1.6067500
2023-12-0106:30:00.000,N/A,N/A,211.26282,1.7554600
2023-12-0106:31:00.000,N/A,N/A,210.15166,1.9402900
2023-12-0106:32:00.000,N/A,N/A,208.93343,2.1725199
2023-12-0106:33:00.000,N/A,N/A,207.57729,2.4691100
2023-12-0106:34:00.000,N/A,N/A,206.04056,2.8545699
2023-12-0106:35:00.000,N/A,N/A,204.26237,3.3648200
2023-12-0106:36:00.000,N/A,N/A,202.15285,4.0544100
2023-12-0106:37:00.000,N/A,N/A,199.57414,5.0093398
2023-12-0106:38:00.000,N/A,N/A,196.30478,6.3651700
2023-12-0106:39:00.000,N/A,N/A,191.97009,8.3095798
2023-12-0106:40:00.000,N/A,N/A,185.89984,11.058130
2023-12-0106:41:00.000,N/A,N/A,176.84079,14.720840
2023-12-0106:42:00.000,N/A,N/A,162.51727,18.854059
