date,gamma,elecro,lon,L
2023-11-0221:03:00.000,100.63767,N/A,5.1714501,2.1760399
2023-11-0221:04:00.000,76.319000,N/A,4.1359301,2.0065100
2023-11-0221:05:00.000,156.63267,N/A,3.1689501,1.8530999
2023-11-0221:06:00.000,113.30067,N/A,2.2566900,1.7134399
2023-11-0221:07:00.000,31.930667,N/A,1.3881800,1.5879900
2023-11-0221:08:00.000,2.9816667,N/A,0.55452001,1.4788001
2023-11-0221:09:00.000,1.0820000,N/A,359.74832,1.3855400
2023-11-0221:10:00.000,0.95000000,N/A,358.96332,1.3066100
2023-11-0221:11:00.000,0.84700000,N/A,358.19406,1.2396899
2023-11-0221:12:00.000,0.79466667,N/A,357.43564,1.1834800
2023-11-0221:13:00.000,0.83700000,N/A,356.68353,1.1379499
2023-11-0221:14:00.000,0.77733333,N/A,355.93347,1.1045099
2023-11-0221:15:00.000,0.72833333,N/A,355.18118,1.0829200
2023-11-0221:16:00.000,0.77300000,N/A,354.42239,1.0723200
2023-11-0221:17:00.000,0.78566667,N/A,353.65256,1.0721000
2023-11-0221:18:00.000,0.77866667,N/A,352.86676,1.0847300
2023-11-0221:19:00.000,0.79333333,N/A,352.05951,1.1121600
2023-11-0221:20:00.000,0.76733333,N/A,351.22443,1.1555001
2023-11-0221:21:00.000,0.82166667,N/A,350.35406,1.2190200
2023-11-0221:22:00.000,0.87366667,N/A,349.43945,1.3088000
2023-11-0221:23:00.000,0.93266667,N/A,348.46939,1.4293801
2023-11-0221:24:00.000,1.0350000,N/A,347.42987,1.5927500
2023-11-0221:25:00.000,1.1290000,N/A,346.30276,1.8111500
2023-11-0221:26:00.000,1.2876667,N/A,345.06403,2.0960600
2023-11-0221:27:00.000,1.4603333,N/A,343.68134,2.4741600
2023-11-0221:28:00.000,1.6300000,N/A,342.10953,2.9808900
2023-11-0221:29:00.000,4.6470000,N/A,340.28406,3.6838300
2023-11-0221:30:00.000,7.0746667,N/A,338.10901,4.7058702
2023-11-0221:31:00.000,5.9943333,N/A,335.43634,6.3033800
2023-11-0221:32:00.000,1.5570000,N/A,332.02649,9.0239096
2023-11-0221:33:00.000,1.6590000,N/A,327.47095,14.162050
2023-11-0221:34:00.000,1.6476667,N/A,321.03360,25.530371
2023-11-0221:35:00.000,1.5713333,N/A,311.33566,59.620392
2023-11-0221:36:00.000,1.5420000,N/A,295.93594,259.68317
2023-11-0221:37:00.000,1.6290000,N/A,272.33652,2435.5271
2023-11-0221:38:00.000,1.6653333,N/A,244.35606,157.37509
2023-11-0221:39:00.000,1.6793333,N/A,221.96736,46.555309
2023-11-0221:40:00.000,1.7603333,N/A,207.59258,21.990240
2023-11-0221:41:00.000,3.8043333,N/A,198.49442,12.813480
2023-11-0221:42:00.000,213.31633,N/A,192.39764,8.3963404
2023-11-0221:43:00.000,452.83800,N/A,188.04477,5.9395499
2023-11-0221:44:00.000,391.96267,0.000000e+0,184.76253,4.4629698
2023-11-0221:45:00.000,4.6003333,N/A,182.17435,3.5171299
2023-11-0221:46:00.000,2.7780000,N/A,180.05763,2.8744299
2023-11-0221:47:00.000,1.6040000,N/A,178.27380,2.4189601
2023-11-0221:48:00.000,1.4270000,N/A,176.73257,2.0856199
2023-11-0221:49:00.000,1.8883333,N/A,175.37276,1.8357800
2023-11-0221:50:00.000,1.2500000,N/A,174.15143,1.6444499
2023-11-0221:51:00.000,1.0723333,N/A,173.03766,1.4953901
2023-11-0221:52:00.000,1.0183333,N/A,172.00844,1.3777699
2023-11-0221:53:00.000,0.88066667,N/A,171.04633,1.2847300
2023-11-0221:54:00.000,0.83400000,N/A,170.13771,1.2111100
2023-11-0221:55:00.000,0.97666667,N/A,169.27184,1.1529800
2023-11-0221:56:00.000,0.90933333,N/A,168.43990,1.1079000
2023-11-0221:57:00.000,0.98966667,N/A,167.63460,1.0750099
2023-11-0221:58:00.000,0.93033333,N/A,166.84975,1.0526201
2023-11-0221:59:00.000,0.83000000,N/A,166.07990,1.0407799
2023-11-0222:00:00.000,0.84933333,N/A,165.32014,1.0391901
2023-11-0222:01:00.000,0.79166667,N/A,164.56599,1.0476600
2023-11-0222:02:00.000,0.83933333,N/A,163.81306,1.0666100
2023-11-0222:03:00.000,0.84600000,N/A,163.05711,1.0973001
2023-11-0222:04:00.000,0.80500000,N/A,162.29370,1.1412200
2023-11-0222:05:00.000,0.91866667,N/A,161.51820,1.2001801
2023-11-0222:06:00.000,0.92066667,N/A,160.72552,1.2768900
2023-11-0222:07:00.000,0.97600000,N/A,159.90996,1.3755000
2023-11-0222:08:00.000,1.0453333,N/A,159.06490,1.5019900
2023-11-0222:09:00.000,1.2440000,N/A,158.18250,1.6632200
2023-11-0222:10:00.000,1.3573333,N/A,157.25330,1.8722100
2023-11-0222:11:00.000,1.4906667,N/A,156.26547,2.1460199
2023-11-0222:12:00.000,1.8296667,N/A,155.20412,2.5118001
2023-11-0222:13:00.000,23.910000,N/A,154.04980,3.0142000
2023-11-0222:14:00.000,310.85167,N/A,152.77682,3.7255399
2023-11-0222:15:00.000,247.85533,N/A,151.35014,4.7696800
2023-11-0222:16:00.000,47.080667,N/A,149.72075,6.3790102
2023-11-0222:17:00.000,2.0996667,N/A,147.81792,9.1017599
2023-11-0222:18:00.000,1.8016667,N/A,145.53584,14.364380
2023-11-0222:19:00.000,1.6546667,N/A,142.70956,26.296789
2023-11-0222:20:00.000,1.5526667,N/A,139.06941,61.806740
2023-11-0222:21:00.000,1.5520000,N/A,134.15031,263.05682
2023-11-0222:22:00.000,1.6263333,N/A,127.10647,1728.8517
2023-11-0222:23:00.000,1.5846667,N/A,116.35825,169.08981
2023-11-0222:24:00.000,1.5810000,N/A,99.264877,52.732830
2023-11-0222:25:00.000,1.6776667,N/A,74.069168,25.852520
2023-11-0222:26:00.000,1.7980000,N/A,46.744839,15.758960
2023-11-0222:27:00.000,1.7833333,N/A,26.349661,10.833350
2023-11-0222:28:00.000,115.79100,N/A,13.422330,8.0630798
2023-11-0222:29:00.000,539.95500,0.000000e+0,5.1392102,6.3318000
2023-11-0222:30:00.000,673.61367,0.000000e+0,359.50043,5.1636801
2023-11-0222:31:00.000,718.88767,0.000000e+0,355.41895,4.3386598
2023-11-0222:32:00.000,283.48000,N/A,352.30704,3.7417800
2023-11-0222:33:00.000,25.945667,N/A,349.83127,3.2975199
2023-11-0222:34:00.000,19.925000,N/A,347.79202,2.9536500
2023-11-0222:35:00.000,37.087000,N/A,346.06348,2.6755800
2023-11-0222:36:00.000,43.664333,N/A,344.56290,2.4424701
2023-11-0222:37:00.000,121.55300,N/A,343.23370,2.2434101
2023-11-0222:38:00.000,184.90500,N/A,342.03601,2.0709400
2023-11-0222:39:00.000,177.40500,N/A,340.94077,1.9204400
2023-11-0222:40:00.000,192.24133,N/A,339.92633,1.7879601
2023-11-0222:41:00.000,173.41833,N/A,338.97617,1.6702800
2023-11-0222:42:00.000,144.48333,0.000000e+0,338.07736,1.5664300
2023-11-0222:43:00.000,106.50900,N/A,337.21957,1.4744900
2023-11-0222:44:00.000,47.364333,N/A,336.39441,1.3927400
2023-11-0222:45:00.000,16.159000,N/A,335.59482,1.3215801
2023-11-0222:46:00.000,3.9206667,N/A,334.81482,1.2603400
2023-11-0222:47:00.000,1.7590000,N/A,334.04910,1.2085299
2023-11-0222:48:00.000,1.2640000,N/A,333.29294,1.1661800
2023-11-0222:49:00.000,1.1070000,N/A,332.54184,1.1335300
2023-11-0222:50:00.000,0.94200000,N/A,331.79156,1.1132200
2023-11-0222:51:00.000,0.90766667,N/A,331.03790,1.1027900
2023-11-0222:52:00.000,0.86933333,N/A,330.27643,1.1024801
2023-11-0222:53:00.000,0.82566667,N/A,329.50259,1.1147000
2023-11-0222:54:00.000,0.86900000,N/A,328.71127,1.1423000
2023-11-0222:55:00.000,0.84366667,N/A,327.89679,1.1877900
2023-11-0222:56:00.000,0.86700000,N/A,327.05249,1.2545800
2023-11-0222:57:00.000,0.93100000,N/A,326.17056,1.3481200
2023-11-0222:58:00.000,1.0270000,N/A,325.24142,1.4749900
2023-11-0222:59:00.000,1.0280000,N/A,324.25320,1.6449000
2023-11-0223:00:00.000,1.1716667,N/A,323.19083,1.8690900
2023-11-0223:01:00.000,1.3590000,N/A,322.03473,2.1644101
2023-11-0223:02:00.000,1.5323333,N/A,320.75885,2.5542200
2023-11-0223:03:00.000,2.2823333,N/A,319.32767,3.0800600
2023-11-0223:04:00.000,6.4826667,N/A,317.69141,3.8142200
2023-11-0223:05:00.000,35.127667,N/A,315.77811,4.8870401
2023-11-0223:06:00.000,2.9176667,N/A,313.47968,6.5676098
2023-11-0223:07:00.000,1.5850000,N/A,310.62723,9.4256697
2023-11-0223:08:00.000,1.6740000,N/A,306.94354,14.786910
2023-11-0223:09:00.000,1.6066667,N/A,301.94827,26.436310
2023-11-0223:10:00.000,1.6203333,N/A,294.76340,59.466560
2023-11-0223:11:00.000,1.6843333,N/A,283.74384,206.38284
2023-11-0223:12:00.000,1.7020000,N/A,266.16547,569.07819
2023-11-0223:13:00.000,1.6713333,N/A,240.45326,136.70744
2023-11-0223:14:00.000,1.6670000,N/A,213.19199,47.126770
2023-11-0223:15:00.000,1.7706667,N/A,193.23669,23.196301
2023-11-0223:16:00.000,2.4570000,N/A,180.66219,13.770780
2023-11-0223:17:00.000,96.702667,N/A,172.59669,9.0910702
2023-11-0223:18:00.000,458.20300,N/A,167.09090,6.4219699
2023-11-0223:19:00.000,439.28333,N/A,163.09424,4.8030300
2023-11-0223:20:00.000,42.678667,N/A,160.03912,3.7669499
2023-11-0223:21:00.000,2.0230000,N/A,157.60307,3.0611701
2023-11-0223:22:00.000,1.5786667,N/A,155.59254,2.5566499
2023-11-0223:23:00.000,1.4890000,N/A,153.88536,2.1858499
2023-11-0223:24:00.000,1.3253333,N/A,152.40099,1.9065500
2023-11-0223:25:00.000,1.1053333,N/A,151.08430,1.6923400
2023-11-0223:26:00.000,1.0893333,N/A,149.89632,1.5254400
2023-11-0223:27:00.000,0.95333333,N/A,148.80865,1.3942200
2023-11-0223:28:00.000,0.97500000,N/A,147.80009,1.2903301
2023-11-0223:29:00.000,0.92566667,N/A,146.85445,1.2082900
2023-11-0223:30:00.000,0.86900000,N/A,145.95898,1.1437200
2023-11-0223:31:00.000,0.87200000,N/A,145.10358,1.0940500
2023-11-0223:32:00.000,0.81566667,N/A,144.27991,1.0569800
2023-11-0223:33:00.000,0.93166667,N/A,143.48102,1.0317800
2023-11-0223:34:00.000,0.93933333,N/A,142.70096,1.0168600
2023-11-0223:35:00.000,0.79833333,N/A,141.93446,1.0125400
2023-11-0223:36:00.000,0.87666667,N/A,141.17674,1.0183400
2023-11-0223:37:00.000,0.81333333,N/A,140.42339,1.0337400
2023-11-0223:38:00.000,0.83200000,N/A,139.67004,1.0608300
2023-11-0223:39:00.000,0.76700000,N/A,138.91241,1.1000800
2023-11-0223:40:00.000,0.90466667,N/A,138.14607,1.1538900
2023-11-0223:41:00.000,0.93500000,N/A,137.36623,1.2252001
2023-11-0223:42:00.000,1.0373333,N/A,136.56766,1.3176800
2023-11-0223:43:00.000,1.0786667,N/A,135.74442,1.4370100
2023-11-0223:44:00.000,1.1556667,N/A,134.88960,1.5919800
2023-11-0223:45:00.000,1.3276667,N/A,133.99496,1.7936800
2023-11-0223:46:00.000,1.5696667,N/A,133.05042,2.0596199
2023-11-0223:47:00.000,1.9896667,N/A,132.04337,2.4164200
2023-11-0223:48:00.000,22.957000,N/A,130.95779,2.9088900
2023-11-0223:49:00.000,219.79600,N/A,129.77271,3.6069200
2023-11-0223:50:00.000,231.27333,N/A,128.46008,4.6234698
2023-11-0223:51:00.000,71.479667,N/A,126.98153,6.1610298
2023-11-0223:52:00.000,1.7796667,N/A,125.28283,8.7206497
2023-11-0223:53:00.000,1.8233333,N/A,123.28495,13.571530
2023-11-0223:54:00.000,1.6540000,N/A,120.86841,23.906219
2023-11-0223:55:00.000,1.5906667,N/A,117.84448,49.246700
2023-11-0223:56:00.000,1.6740000,N/A,113.90007,120.09145
2023-11-0223:57:00.000,1.7486667,N/A,108.48671,187.30504
2023-11-0223:58:00.000,1.7240000,N/A,100.59440,94.165489
2023-11-0223:59:00.000,1.6753333,N/A,88.351837,42.878540
2023-11-0300:00:00.000,1.7180000,N/A,68.939308,23.520849
2023-11-0300:01:00.000,1.8486667,N/A,42.086639,14.986010
2023-11-0300:02:00.000,1.8600000,N/A,16.133560,10.486240
2023-11-0300:03:00.000,149.33767,N/A,358.10916,7.8429499
2023-11-0300:04:00.000,525.79800,0.000000e+0,346.77490,6.1417799
2023-11-0300:05:00.000,692.09467,0.000000e+0,339.39877,4.9725199
2023-11-0300:06:00.000,518.35000,0.000000e+0,334.28534,4.1391201
2023-11-0300:07:00.000,34.895333,0.000000e+0,330.52509,3.5316100
2023-11-0300:08:00.000,22.154333,N/A,327.62057,3.0767500
2023-11-0300:09:00.000,26.964667,N/A,325.28525,2.7237301
2023-11-0300:10:00.000,24.467333,N/A,323.34482,2.4416599
2023-11-0300:11:00.000,98.525333,N/A,321.68814,2.2108600
2023-11-0300:12:00.000,126.49267,N/A,320.24118,2.0192101
2023-11-0300:13:00.000,183.71433,N/A,318.95288,1.8588800
2023-11-0300:14:00.000,198.46900,N/A,317.78687,1.7233100
2023-11-0300:15:00.000,215.05467,N/A,316.71655,1.6081700
2023-11-0300:16:00.000,296.02300,N/A,315.72186,1.5105000
2023-11-0300:17:00.000,320.59667,N/A,314.78748,1.4270999
2023-11-0300:18:00.000,317.42900,N/A,313.90128,1.3565800
2023-11-0300:19:00.000,309.50933,N/A,313.05356,1.2972600
2023-11-0300:20:00.000,208.57800,N/A,312.23633,1.2484300
2023-11-0300:21:00.000,130.78633,N/A,311.44287,1.2094700
2023-11-0300:22:00.000,69.943000,N/A,310.66745,1.1792800
2023-11-0300:23:00.000,18.154000,N/A,309.90491,1.1590300
2023-11-0300:24:00.000,5.5503333,N/A,309.15060,1.1489800
2023-11-0300:25:00.000,2.2093333,N/A,308.40018,1.1476400
2023-11-0300:26:00.000,1.7696667,N/A,307.64935,1.1566300
2023-11-0300:27:00.000,1.6640000,N/A,306.89392,1.1771500
2023-11-0300:28:00.000,1.6063333,N/A,306.12943,1.2115099
2023-11-0300:29:00.000,1.5536667,N/A,305.35114,1.2615800
2023-11-0300:30:00.000,1.4766667,N/A,304.55383,1.3287400
2023-11-0300:31:00.000,1.4780000,N/A,303.73160,1.4166700
2023-11-0300:32:00.000,1.5840000,N/A,302.87747,1.5317301
2023-11-0300:33:00.000,1.6670000,N/A,301.98315,1.6786200
2023-11-0300:34:00.000,1.7360000,N/A,301.03854,1.8639400
2023-11-0300:35:00.000,1.8370000,N/A,300.03094,2.0996900
2023-11-0300:36:00.000,1.9250000,N/A,298.94415,2.4072299
2023-11-0300:37:00.000,1.9626667,N/A,297.75696,2.8166599
2023-11-0300:38:00.000,39.173333,N/A,296.44104,3.3733201
2023-11-0300:39:00.000,421.87733,0.000000e+0,294.95740,4.1472998
2023-11-0300:40:00.000,143.66400,N/A,293.25092,5.2630401
2023-11-0300:41:00.000,5.1990556,N/A,291.24112,6.9730601
2023-11-0300:42:00.000,2.0733333,N/A,288.80591,9.7833500
2023-11-0300:43:00.000,2.1133333,N/A,285.75177,14.763130
2023-11-0300:44:00.000,2.0486667,N/A,281.75644,24.492270
2023-11-0300:45:00.000,2.0676667,N/A,276.25256,46.215302
2023-11-0300:46:00.000,2.0626667,N/A,268.19022,97.187988
2023-11-0300:47:00.000,2.1183333,N/A,255.62103,151.34822
2023-11-0300:48:00.000,2.0546667,N/A,235.67332,96.652153
2023-11-0300:49:00.000,2.0586667,N/A,208.41559,47.128189
2023-11-0300:50:00.000,2.2293333,N/A,182.69736,25.706051
2023-11-0300:51:00.000,2.1780000,N/A,165.11172,15.880860
2023-11-0300:52:00.000,13.423333,N/A,154.08759,10.674230
2023-11-0300:53:00.000,237.14300,N/A,146.90005,7.5680599
2023-11-0300:54:00.000,497.99533,N/A,141.90309,5.6214299
2023-11-0300:55:00.000,285.54333,N/A,138.21823,4.3746700
2023-11-0300:56:00.000,4.6426667,N/A,135.36488,3.5274601
2023-11-0300:57:00.000,2.6963333,N/A,133.06569,2.9188499
2023-11-0300:58:00.000,1.8243333,N/A,131.15164,2.4672201
2023-11-0300:59:00.000,1.6533333,N/A,129.51468,2.1257200
2023-11-0301:00:00.000,1.4826667,N/A,128.08276,1.8629000
2023-11-0301:01:00.000,1.3426667,N/A,126.80611,1.6581500
2023-11-0301:02:00.000,1.1526667,N/A,125.64918,1.4962900
2023-11-0301:03:00.000,1.0673333,N/A,124.58592,1.3672900
2023-11-0301:04:00.000,1.0866667,N/A,123.59673,1.2646500
2023-11-0301:05:00.000,1.0283333,N/A,122.66651,1.1830900
2023-11-0301:06:00.000,1.0443333,N/A,121.78338,1.1187100
2023-11-0301:07:00.000,0.95966667,N/A,120.93777,1.0689800
2023-11-0301:08:00.000,0.91766667,N/A,120.12180,1.0317600
2023-11-0301:09:00.000,0.96400000,N/A,119.32884,1.0062000
2023-11-0301:10:00.000,0.97433333,N/A,118.55314,0.99206001
2023-11-0301:11:00.000,0.93733333,N/A,117.78960,0.98807001
2023-11-0301:12:00.000,0.95233333,N/A,117.03357,0.99467999
2023-11-0301:13:00.000,0.97166667,N/A,116.28064,1.0126400
2023-11-0301:14:00.000,0.93333333,N/A,115.52651,1.0425800
2023-11-0301:15:00.000,0.93100000,N/A,114.76686,1.0866801
2023-11-0301:16:00.000,0.98200000,N/A,113.99716,1.1474400
2023-11-0301:17:00.000,1.0300000,N/A,113.21254,1.2279400
2023-11-0301:18:00.000,1.1616667,N/A,112.40758,1.3333900
2023-11-0301:19:00.000,1.2455619,N/A,111.57611,1.4699301
2023-11-0301:20:00.000,1.3816667,N/A,110.71086,1.6475700
2023-11-0301:21:00.000,1.5063333,N/A,109.80312,1.8777800
2023-11-0301:22:00.000,1.7110000,N/A,108.84219,2.1808200
2023-11-0301:23:00.000,2.7353333,N/A,107.81461,2.5868101
2023-11-0301:24:00.000,167.17367,N/A,106.70309,3.1415100
2023-11-0301:25:00.000,432.31133,0.000000e+0,105.48493,3.9109700
2023-11-0301:26:00.000,216.97867,0.000000e+0,104.12956,4.9908900
2023-11-0301:27:00.000,6.1053333,N/A,102.59473,6.5560899
2023-11-0301:28:00.000,2.0040000,N/A,100.82032,8.9872599
2023-11-0301:29:00.000,1.8576667,N/A,98.717789,12.859740
2023-11-0301:30:00.000,1.8383333,N/A,96.151672,18.736000
2023-11-0301:31:00.000,1.8443333,N/A,92.905190,26.345831
2023-11-0301:32:00.000,1.7303333,N/A,88.613152,32.415859
2023-11-0301:33:00.000,1.7933333,N/A,82.625908,31.912069
2023-11-0301:34:00.000,1.7826667,N/A,73.735687,25.783400
2023-11-0301:35:00.000,1.9133333,N/A,59.754349,19.111361
2023-11-0301:36:00.000,1.8390000,N/A,37.940529,13.970530
2023-11-0301:37:00.000,2.0000000,N/A,10.197730,10.430680
2023-11-0301:38:00.000,79.484333,N/A,346.23273,8.0100203
2023-11-0301:39:00.000,526.20133,0.000000e+0,330.41302,6.3106599
2023-11-0301:40:00.000,607.14700,0.000000e+0,320.44067,5.0818801
2023-11-0301:41:00.000,565.62933,0.000000e+0,313.83707,4.1800499
2023-11-0301:42:00.000,37.608000,N/A,309.17752,3.5133200
2023-11-0301:43:00.000,16.808333,N/A,305.69934,3.0113001
2023-11-0301:44:00.000,13.703333,N/A,302.97958,2.6247900
2023-11-0301:45:00.000,26.624333,N/A,300.77081,2.3215799
2023-11-0301:46:00.000,56.623667,N/A,298.92038,2.0793200
2023-11-0301:47:00.000,36.935000,N/A,297.32962,1.8845900
2023-11-0301:48:00.000,115.11733,N/A,295.93219,1.7264200
2023-11-0301:49:00.000,156.91900,N/A,294.68185,1.5973500
2023-11-0301:50:00.000,138.86767,N/A,293.54541,1.4913200
2023-11-0301:51:00.000,170.73200,N/A,292.49838,1.4046400
2023-11-0301:52:00.000,174.73900,N/A,291.52225,1.3338900
2023-11-0301:53:00.000,196.50667,N/A,290.60266,1.2773700
2023-11-0301:54:00.000,176.85233,N/A,289.72827,1.2332799
2023-11-0301:55:00.000,136.50933,N/A,288.88998,1.2006900
2023-11-0301:56:00.000,115.50300,N/A,288.08014,1.1780601
2023-11-0301:57:00.000,49.662333,N/A,287.29236,1.1655400
2023-11-0301:58:00.000,10.209333,N/A,286.52109,1.1624000
2023-11-0301:59:00.000,2.4716667,N/A,285.76135,1.1685100
2023-11-0302:00:00.000,1.4570000,N/A,285.00858,1.1836500
2023-11-0302:01:00.000,1.3086667,N/A,284.25848,1.2083900
2023-11-0302:02:00.000,1.2773333,N/A,283.50677,1.2429500
2023-11-0302:03:00.000,1.2690000,N/A,282.74921,1.2881401
2023-11-0302:04:00.000,1.2636667,N/A,281.98129,1.3459100
2023-11-0302:05:00.000,1.2923333,N/A,281.19815,1.4179400
2023-11-0302:06:00.000,1.3600000,N/A,280.39441,1.5083700
2023-11-0302:07:00.000,1.3440000,N/A,279.56387,1.6208800
2023-11-0302:08:00.000,1.4953333,N/A,278.69922,1.7619500
2023-11-0302:09:00.000,1.5933333,N/A,277.79175,1.9400500
2023-11-0302:10:00.000,1.7450000,N/A,276.83063,2.1667199
2023-11-0302:11:00.000,2.2340000,N/A,275.80234,2.4584999
2023-11-0302:12:00.000,5.6143333,N/A,274.68942,2.8397999
2023-11-0302:13:00.000,369.45033,N/A,273.46890,3.3463299
2023-11-0302:14:00.000,615.00433,N/A,272.10983,4.0299902
2023-11-0302:15:00.000,411.82833,0.000000e+0,270.56931,4.9705300
2023-11-0302:16:00.000,50.208667,N/A,268.78622,6.3118701
2023-11-0302:17:00.000,2.2293333,N/A,266.67026,8.3238697
2023-11-0302:18:00.000,2.0073333,N/A,264.08295,11.477720
2023-11-0302:19:00.000,2.0443333,N/A,260.80173,16.597420
2023-11-0302:20:00.000,2.0036667,N/A,256.45026,25.042191
2023-11-0302:21:00.000,1.9000000,N/A,250.35559,38.068802
2023-11-0302:22:00.000,1.9750000,N/A,241.26083,52.095051
2023-11-0302:23:00.000,2.0296667,N/A,226.89165,53.865559
2023-11-0302:24:00.000,1.8633333,N/A,204.50949,41.348770
2023-11-0302:25:00.000,1.8983333,N/A,176.52899,27.903469
2023-11-0302:26:00.000,1.9830000,N/A,152.92255,18.813959
2023-11-0302:27:00.000,2.2810000,N/A,137.51680,13.118220
2023-11-0302:28:00.000,16.096333,N/A,127.81534,9.4489899
2023-11-0302:29:00.000,297.41367,N/A,121.37593,6.9819798
2023-11-0302:30:00.000,495.09700,0.000000e+0,116.81906,5.3595500
2023-11-0302:31:00.000,334.65467,N/A,113.40825,4.2665200
2023-11-0302:32:00.000,3.3560000,N/A,110.73480,3.4872701
2023-11-0302:33:00.000,2.2766667,N/A,108.55906,2.9072599
2023-11-0302:34:00.000,1.8290000,N/A,106.73292,2.4656899
2023-11-0302:35:00.000,1.5456667,N/A,105.16046,2.1262901
2023-11-0302:36:00.000,1.3506667,N/A,103.77704,1.8617100
2023-11-0302:37:00.000,1.2173333,N/A,102.53757,1.6534899
2023-11-0302:38:00.000,1.1273333,N/A,101.40961,1.4876900
2023-11-0302:39:00.000,0.99100000,N/A,100.36919,1.3554900
2023-11-0302:40:00.000,1.0120000,N/A,99.398148,1.2499800
2023-11-0302:41:00.000,0.91800000,N/A,98.482422,1.1659200
2023-11-0302:42:00.000,0.88933333,N/A,97.610863,1.1006401
2023-11-0302:43:00.000,0.90766667,N/A,96.774422,1.0508600
2023-11-0302:44:00.000,0.85700000,N/A,95.965630,1.0153000
2023-11-0302:45:00.000,0.85366667,N/A,95.178131,0.99185002
2023-11-0302:46:00.000,0.90700000,N/A,94.406380,0.98122001
2023-11-0302:47:00.000,0.82933333,N/A,93.645447,0.98148000
2023-11-0302:48:00.000,0.85666667,N/A,92.890739,0.99286997
2023-11-0302:49:00.000,0.86333333,N/A,92.137901,1.0163100
2023-11-0302:50:00.000,0.86600000,N/A,91.382660,1.0528700
2023-11-0302:51:00.000,0.89900000,N/A,90.620621,1.1044800
2023-11-0302:52:00.000,0.93266667,N/A,89.847191,1.1732000
2023-11-0302:53:00.000,1.0453333,N/A,89.057373,1.2623399
2023-11-0302:54:00.000,1.1180000,N/A,88.245537,1.3766900
2023-11-0302:55:00.000,1.2103333,N/A,87.405258,1.5216200
2023-11-0302:56:00.000,1.3596667,N/A,86.528893,1.7051899
2023-11-0302:57:00.000,1.5370000,N/A,85.607224,1.9379400
2023-11-0302:58:00.000,1.7820000,N/A,84.628853,2.2340300
2023-11-0302:59:00.000,2.5890000,N/A,83.579361,2.6130800
2023-11-0303:00:00.000,81.761667,N/A,82.440109,3.1036000
2023-11-0303:01:00.000,540.43733,0.000000e+0,81.186470,3.7371099
2023-11-0303:02:00.000,468.70900,0.000000e+0,79.785011,4.5555801
2023-11-0303:03:00.000,180.15033,N/A,78.189163,5.6160798
2023-11-0303:04:00.000,16.362000,N/A,76.332062,6.9962602
2023-11-0303:05:00.000,2.0743333,N/A,74.114212,8.7345400
2023-11-0303:06:00.000,1.8636667,N/A,71.381523,10.740960
2023-11-0303:07:00.000,1.8836667,N/A,67.883911,12.721720
2023-11-0303:08:00.000,1.7510000,N/A,63.193611,14.155200
2023-11-0303:09:00.000,1.7403333,N/A,56.538219,14.513020
2023-11-0303:10:00.000,1.8336667,N/A,46.474918,13.671340
2023-11-0303:11:00.000,1.7966667,N/A,30.503969,12.019310
2023-11-0303:12:00.000,2.0553333,N/A,6.3816299,10.106270
2023-11-0303:13:00.000,17.014333,N/A,338.67331,8.3097200
2023-11-0303:14:00.000,381.09000,N/A,317.03204,6.7807899
2023-11-0303:15:00.000,630.50733,0.000000e+0,303.18411,5.5401702
2023-11-0303:16:00.000,706.06233,0.000000e+0,294.37122,4.5639501
2023-11-0303:17:00.000,176.29500,N/A,288.42831,3.8114500
2023-11-0303:18:00.000,12.762667,N/A,284.16306,3.2357700
2023-11-0303:19:00.000,10.530000,N/A,280.93372,2.7914500
2023-11-0303:20:00.000,5.3483333,N/A,278.37921,2.4447899
2023-11-0303:21:00.000,4.2566667,N/A,276.28494,2.1711299
2023-11-0303:22:00.000,3.1470000,N/A,274.51666,1.9529600
2023-11-0303:23:00.000,1.7816667,N/A,272.98654,1.7774500
2023-11-0303:24:00.000,2.0856667,N/A,271.63495,1.6353800
2023-11-0303:25:00.000,2.0986667,N/A,270.41992,1.5192300
2023-11-0303:26:00.000,1.7523333,N/A,269.31107,1.4242300
2023-11-0303:27:00.000,1.7450000,N/A,268.28589,1.3460701
2023-11-0303:28:00.000,1.0350000,N/A,267.32712,1.2824399
2023-11-0303:29:00.000,1.2340000,N/A,266.42142,1.2312400
2023-11-0303:30:00.000,1.2593333,N/A,265.55817,1.1904100
2023-11-0303:31:00.000,1.2120000,N/A,264.72867,1.1593400
2023-11-0303:32:00.000,1.4846667,N/A,263.92569,1.1371800
2023-11-0303:33:00.000,1.1323333,N/A,263.14316,1.1233600
2023-11-0303:34:00.000,1.1446667,N/A,262.37564,1.1176701
2023-11-0303:35:00.000,1.1250000,N/A,261.61832,1.1203500
2023-11-0303:36:00.000,0.96566667,N/A,260.86676,1.1317199
2023-11-0303:37:00.000,1.0410000,N/A,260.11646,1.1525900
2023-11-0303:38:00.000,1.0996667,N/A,259.36353,1.1835001
2023-11-0303:39:00.000,1.0270000,N/A,258.60349,1.2266200
2023-11-0303:40:00.000,1.0370000,N/A,257.83176,1.2828000
2023-11-0303:41:00.000,1.2080000,N/A,257.04333,1.3543000
2023-11-0303:42:00.000,1.1073333,N/A,256.23260,1.4444600
2023-11-0303:43:00.000,1.3556667,N/A,255.39316,1.5570199
2023-11-0303:44:00.000,1.4100000,N/A,254.51729,1.6970900
