date,gamma,elecro,lon,L
2024-04-0101:40:00.000,N/A,N/A,104.82969,2.3563199
2024-04-0101:41:00.000,N/A,N/A,103.77053,2.8182600
2024-04-0101:42:00.000,N/A,N/A,102.61830,3.4484999
2024-04-0101:43:00.000,N/A,N/A,101.34721,4.3190398
2024-04-0101:44:00.000,N/A,N/A,99.922142,5.5355101
2024-04-0101:45:00.000,N/A,N/A,98.293922,7.3128901
2024-04-0101:46:00.000,N/A,N/A,96.391487,10.043510
2024-04-0101:47:00.000,N/A,N/A,94.108452,14.150140
2024-04-0101:48:00.000,N/A,N/A,91.278709,19.743530
2024-04-0101:49:00.000,N/A,N/A,87.630249,25.580160
2024-04-0101:50:00.000,N/A,N/A,82.693001,28.350510
2024-04-0101:51:00.000,N/A,N/A,75.609818,25.914631
2024-04-0101:52:00.000,N/A,N/A,64.775642,20.627661
2024-04-0101:53:00.000,N/A,N/A,47.508121,15.629110
2024-04-0101:54:00.000,N/A,N/A,22.086531,11.754070
2024-04-0101:55:00.000,N/A,N/A,354.72122,8.9968796
2024-04-0101:56:00.000,N/A,N/A,334.45721,7.0393901
2024-04-0101:57:00.000,N/A,N/A,321.65607,5.6209302
2024-04-0101:58:00.000,N/A,N/A,313.45743,4.5758600
2024-04-0101:59:00.000,N/A,N/A,307.87320,3.8021300
2024-04-0102:00:00.000,N/A,N/A,303.82809,3.2239900
2024-04-0102:01:00.000,N/A,N/A,300.74149,2.7832601
2024-04-0102:02:00.000,N/A,N/A,298.28406,2.4408901
2024-04-0102:03:00.000,N/A,N/A,296.25851,2.1703300
2024-04-0102:04:00.000,N/A,N/A,294.54047,1.9545300
2024-04-0102:05:00.000,N/A,N/A,293.04813,1.7799600
2024-04-0102:06:00.000,N/A,N/A,291.72549,1.6384600
2024-04-0102:07:00.000,N/A,N/A,290.53305,1.5232600
2024-04-0102:08:00.000,N/A,N/A,289.44205,1.4283600
2024-04-0102:09:00.000,N/A,N/A,288.43103,1.3516700
2024-04-0102:10:00.000,N/A,N/A,287.48361,1.2896900
2024-04-0102:11:00.000,N/A,N/A,286.58694,1.2410500
2024-04-0102:12:00.000,N/A,N/A,285.73077,1.2041200
2024-04-0102:13:00.000,N/A,N/A,284.90674,1.1777300
2024-04-0102:14:00.000,N/A,N/A,284.10785,1.1612200
2024-04-0102:15:00.000,N/A,N/A,283.32809,1.1542900
2024-04-0102:16:00.000,N/A,N/A,282.56219,1.1565700
2024-04-0102:17:00.000,N/A,N/A,281.80536,1.1674000
2024-04-0102:18:00.000,N/A,N/A,281.05313,1.1878200
2024-04-0102:19:00.000,N/A,N/A,280.30118,1.2175500
2024-04-0102:20:00.000,N/A,N/A,279.54523,1.2582000
2024-04-0102:21:00.000,N/A,N/A,278.78082,1.3102400
2024-04-0102:22:00.000,N/A,N/A,278.00323,1.3765399
2024-04-0102:23:00.000,N/A,N/A,277.20724,1.4600101
2024-04-0102:24:00.000,N/A,N/A,276.38693,1.5639499
2024-04-0102:25:00.000,N/A,N/A,275.53546,1.6939800
2024-04-0102:26:00.000,N/A,N/A,274.64459,1.8577900
2024-04-0102:27:00.000,N/A,N/A,273.70435,2.0650699
2024-04-0102:28:00.000,N/A,N/A,272.70221,2.3305700
2024-04-0102:29:00.000,N/A,N/A,271.62225,2.6740699
2024-04-0102:30:00.000,N/A,N/A,270.44366,3.1267500
2024-04-0102:31:00.000,N/A,N/A,269.13858,3.7316799
2024-04-0102:32:00.000,N/A,N/A,267.66879,4.5546498
2024-04-0102:33:00.000,N/A,N/A,265.98041,5.7045498
2024-04-0102:34:00.000,N/A,N/A,263.99478,7.3837099
2024-04-0102:35:00.000,N/A,N/A,261.59274,9.9461899
2024-04-0102:36:00.000,N/A,N/A,258.58597,13.987440
2024-04-0102:37:00.000,N/A,N/A,254.66132,20.475241
2024-04-0102:38:00.000,N/A,N/A,249.26846,30.524281
2024-04-0102:39:00.000,N/A,N/A,241.38918,43.039871
2024-04-0102:40:00.000,N/A,N/A,229.12247,49.666409
2024-04-0102:41:00.000,N/A,N/A,209.57504,42.940781
2024-04-0102:42:00.000,N/A,N/A,182.43188,30.775511
2024-04-0102:43:00.000,N/A,N/A,156.29263,21.038940
2024-04-0102:44:00.000,N/A,N/A,138.27434,14.703820
2024-04-0102:45:00.000,N/A,N/A,127.00193,10.563320
2024-04-0102:46:00.000,N/A,N/A,119.68405,7.7555599
2024-04-0102:47:00.000,N/A,N/A,114.61621,5.8812699
2024-04-0102:48:00.000,N/A,N/A,110.89067,4.6340399
2024-04-0102:49:00.000,N/A,N/A,108.01284,3.7590799
2024-04-0102:50:00.000,N/A,N/A,105.69840,3.1141400
2024-04-0102:51:00.000,N/A,N/A,103.77464,2.6250100
2024-04-0102:52:00.000,N/A,N/A,102.13149,2.2496600
2024-04-0102:53:00.000,N/A,N/A,100.69568,1.9588600
2024-04-0102:54:00.000,N/A,N/A,99.416702,1.7305300
2024-04-0102:55:00.000,N/A,N/A,98.258568,1.5496900
2024-04-0102:56:00.000,N/A,N/A,97.194939,1.4046900
2024-04-0102:57:00.000,N/A,N/A,96.206009,1.2897400
2024-04-0102:58:00.000,N/A,N/A,95.276573,1.1977299
2024-04-0102:59:00.000,N/A,N/A,94.394653,1.1261200
2024-04-0103:00:00.000,N/A,N/A,93.550629,1.0708500
2024-04-0103:01:00.000,N/A,N/A,92.736603,1.0297400
2024-04-0103:02:00.000,N/A,N/A,91.945908,1.0023600
2024-04-0103:03:00.000,N/A,N/A,91.172821,0.98644000
2024-04-0103:04:00.000,N/A,N/A,90.412247,0.98312998
2024-04-0103:05:00.000,N/A,N/A,89.659569,0.99052000
2024-04-0103:06:00.000,N/A,N/A,88.910408,1.0086401
2024-04-0103:07:00.000,N/A,N/A,88.160530,1.0402000
2024-04-0103:08:00.000,N/A,N/A,87.405670,1.0850400
2024-04-0103:09:00.000,N/A,N/A,86.641403,1.1462500
2024-04-0103:10:00.000,N/A,N/A,85.862953,1.2262501
2024-04-0103:11:00.000,N/A,N/A,85.065071,1.3285800
2024-04-0103:12:00.000,N/A,N/A,84.241753,1.4579500
2024-04-0103:13:00.000,N/A,N/A,83.385979,1.6217300
2024-04-0103:14:00.000,N/A,N/A,82.489372,1.8276401
2024-04-0103:15:00.000,N/A,N/A,81.541641,2.0870700
2024-04-0103:16:00.000,N/A,N/A,80.529907,2.4163599
2024-04-0103:17:00.000,N/A,N/A,79.437714,2.8358300
2024-04-0103:18:00.000,N/A,N/A,78.243439,3.3724401
2024-04-0103:19:00.000,N/A,N/A,76.918190,4.0575500
2024-04-0103:20:00.000,N/A,N/A,75.422127,4.9306202
2024-04-0103:21:00.000,N/A,N/A,73.698860,6.0472698
2024-04-0103:22:00.000,N/A,N/A,71.665840,7.4556198
2024-04-0103:23:00.000,N/A,N/A,69.197533,9.1304798
2024-04-0103:24:00.000,N/A,N/A,66.094513,10.915680
2024-04-0103:25:00.000,N/A,N/A,62.023590,12.477470
2024-04-0103:26:00.000,N/A,N/A,56.396580,13.362520
2024-04-0103:27:00.000,N/A,N/A,48.123310,13.246930
2024-04-0103:28:00.000,N/A,N/A,35.191170,12.198210
2024-04-0103:29:00.000,N/A,N/A,14.741050,10.611370
2024-04-0103:30:00.000,N/A,N/A,347.29779,8.9094296
2024-04-0103:31:00.000,N/A,N/A,322.02615,7.3500900
2024-04-0103:32:00.000,N/A,N/A,304.93054,6.0306201
2024-04-0103:33:00.000,N/A,N/A,294.20273,4.9619999
2024-04-0103:34:00.000,N/A,N/A,287.17963,4.1238999
2024-04-0103:35:00.000,N/A,N/A,282.27747,3.4778500
2024-04-0103:36:00.000,N/A,N/A,278.65063,2.9800401
2024-04-0103:37:00.000,N/A,N/A,275.83490,2.5927200
2024-04-0103:38:00.000,N/A,N/A,273.56128,2.2879801
2024-04-0103:39:00.000,N/A,N/A,271.66537,2.0458000
2024-04-0103:40:00.000,N/A,N/A,270.04178,1.8520401
2024-04-0103:41:00.000,N/A,N/A,268.62000,1.6952400
2024-04-0103:42:00.000,N/A,N/A,267.35120,1.5671200
2024-04-0103:43:00.000,N/A,N/A,266.20056,1.4623801
2024-04-0103:44:00.000,N/A,N/A,265.14240,1.3760099
2024-04-0103:45:00.000,N/A,N/A,264.15744,1.3053300
2024-04-0103:46:00.000,N/A,N/A,263.23080,1.2478499
2024-04-0103:47:00.000,N/A,N/A,262.35074,1.2015400
2024-04-0103:48:00.000,N/A,N/A,261.50778,1.1657400
2024-04-0103:49:00.000,N/A,N/A,260.69415,1.1388000
2024-04-0103:50:00.000,N/A,N/A,259.90326,1.1205699
2024-04-0103:51:00.000,N/A,N/A,259.12939,1.1105601
2024-04-0103:52:00.000,N/A,N/A,258.36752,1.1086900
2024-04-0103:53:00.000,N/A,N/A,257.61295,1.1156000
2024-04-0103:54:00.000,N/A,N/A,256.86133,1.1317300
2024-04-0103:55:00.000,N/A,N/A,256.10837,1.1580300
2024-04-0103:56:00.000,N/A,N/A,255.34972,1.1952200
2024-04-0103:57:00.000,N/A,N/A,254.58084,1.2452600
2024-04-0103:58:00.000,N/A,N/A,253.79684,1.3100801
2024-04-0103:59:00.000,N/A,N/A,252.99226,1.3918900
2024-04-0104:00:00.000,N/A,N/A,252.16089,1.4943399
2024-04-0104:01:00.000,N/A,N/A,251.29538,1.6218400
2024-04-0104:02:00.000,N/A,N/A,250.38689,1.7799500
2024-04-0104:03:00.000,N/A,N/A,249.42458,1.9768200
2024-04-0104:04:00.000,N/A,N/A,248.39474,2.2241700
2024-04-0104:05:00.000,N/A,N/A,247.27979,2.5378301
2024-04-0104:06:00.000,N/A,N/A,246.05649,2.9410400
2024-04-0104:07:00.000,N/A,N/A,244.69354,3.4669700
2024-04-0104:08:00.000,N/A,N/A,243.14749,4.1637001
2024-04-0104:09:00.000,N/A,N/A,241.35628,5.1038699
2024-04-0104:10:00.000,N/A,N/A,239.22813,6.4059501
2024-04-0104:11:00.000,N/A,N/A,236.62189,8.2544804
2024-04-0104:12:00.000,N/A,N/A,233.31007,10.907980
2024-04-0104:13:00.000,N/A,N/A,228.90666,14.671810
2024-04-0104:14:00.000,N/A,N/A,222.71869,19.674971
2024-04-0104:15:00.000,N/A,N/A,213.44753,25.143551
2024-04-0104:16:00.000,N/A,N/A,198.74817,28.599060
2024-04-0104:17:00.000,N/A,N/A,175.90282,27.506550
2024-04-0104:18:00.000,N/A,N/A,147.77492,22.795959
2024-04-0104:19:00.000,N/A,N/A,124.49432,17.482340
2024-04-0104:20:00.000,N/A,N/A,109.42871,13.032820
2024-04-0104:21:00.000,N/A,N/A,99.944107,9.6909904
2024-04-0104:22:00.000,N/A,N/A,93.635246,7.2687302
2024-04-0104:23:00.000,N/A,N/A,89.160057,5.6086998
2024-04-0104:24:00.000,N/A,N/A,85.803177,4.4642601
2024-04-0104:25:00.000,N/A,N/A,83.167168,3.6404099
2024-04-0104:26:00.000,N/A,N/A,81.018600,3.0258501
2024-04-0104:27:00.000,N/A,N/A,79.212914,2.5577600
2024-04-0104:28:00.000,N/A,N/A,77.656357,2.1979201
2024-04-0104:29:00.000,N/A,N/A,76.285652,1.9187599
2024-04-0104:30:00.000,N/A,N/A,75.056602,1.6997300
2024-04-0104:31:00.000,N/A,N/A,73.937370,1.5267900
2024-04-0104:32:00.000,N/A,N/A,72.904404,1.3894800
2024-04-0104:33:00.000,N/A,N/A,71.939857,1.2804800
2024-04-0104:34:00.000,N/A,N/A,71.029892,1.1943600
2024-04-0104:35:00.000,N/A,N/A,70.163521,1.1277400
2024-04-0104:36:00.000,N/A,N/A,69.331841,1.0773500
2024-04-0104:37:00.000,N/A,N/A,68.527481,1.0412101
2024-04-0104:38:00.000,N/A,N/A,67.744164,1.0175000
2024-04-0104:39:00.000,N/A,N/A,66.976448,1.0057300
2024-04-0104:40:00.000,N/A,N/A,66.219429,1.0059900
2024-04-0104:41:00.000,N/A,N/A,65.468597,1.0167700
2024-04-0104:42:00.000,N/A,N/A,64.719673,1.0393300
2024-04-0104:43:00.000,N/A,N/A,63.968391,1.0749900
2024-04-0104:44:00.000,N/A,N/A,63.210468,1.1241200
2024-04-0104:45:00.000,N/A,N/A,62.441360,1.1895400
2024-04-0104:46:00.000,N/A,N/A,61.656120,1.2733200
2024-04-0104:47:00.000,N/A,N/A,60.849258,1.3779800
2024-04-0104:48:00.000,N/A,N/A,60.014400,1.5069900
2024-04-0104:49:00.000,N/A,N/A,59.144081,1.6654900
2024-04-0104:50:00.000,N/A,N/A,58.229240,1.8566800
2024-04-0104:51:00.000,N/A,N/A,57.258690,2.0874801
2024-04-0104:52:00.000,N/A,N/A,56.218342,2.3649600
2024-04-0104:53:00.000,N/A,N/A,55.089951,2.6969600
2024-04-0104:54:00.000,N/A,N/A,53.849442,3.0924201
2024-04-0104:55:00.000,N/A,N/A,52.464241,3.5630500
2024-04-0104:56:00.000,N/A,N/A,50.889000,4.1232300
2024-04-0104:57:00.000,N/A,N/A,49.058739,4.7877998
2024-04-0104:58:00.000,N/A,N/A,46.876999,5.5631099
2024-04-0104:59:00.000,N/A,N/A,44.194721,6.4305401
2024-04-0105:00:00.000,N/A,N/A,40.770710,7.3386102
2024-04-0105:01:00.000,N/A,N/A,36.193459,8.1957998
2024-04-0105:02:00.000,N/A,N/A,29.721399,8.8665199
2024-04-0105:03:00.000,N/A,N/A,19.966570,9.1966696
2024-04-0105:04:00.000,N/A,N/A,4.4810801,9.0827503
2024-04-0105:05:00.000,N/A,N/A,340.81033,8.5382500
2024-04-0105:06:00.000,N/A,N/A,312.88730,7.6921902
2024-04-0105:07:00.000,N/A,N/A,290.62463,6.7157602
2024-04-0105:08:00.000,N/A,N/A,276.33389,5.7513700
2024-04-0105:09:00.000,N/A,N/A,267.27924,4.8855000
2024-04-0105:10:00.000,N/A,N/A,261.20511,4.1556802
2024-04-0105:11:00.000,N/A,N/A,256.86481,3.5623200
2024-04-0105:12:00.000,N/A,N/A,253.59006,3.0855401
2024-04-0105:13:00.000,N/A,N/A,251.00665,2.7021101
2024-04-0105:14:00.000,N/A,N/A,248.89320,2.3925600
2024-04-0105:15:00.000,N/A,N/A,247.11177,2.1405201
2024-04-0105:16:00.000,N/A,N/A,245.57239,1.9337500
2024-04-0105:17:00.000,N/A,N/A,244.21408,1.7635700
2024-04-0105:18:00.000,N/A,N/A,242.99408,1.6221700
2024-04-0105:19:00.000,N/A,N/A,241.88148,1.5047100
2024-04-0105:20:00.000,N/A,N/A,240.85338,1.4066600
2024-04-0105:21:00.000,N/A,N/A,239.89233,1.3257900
2024-04-0105:22:00.000,N/A,N/A,238.98477,1.2584200
2024-04-0105:23:00.000,N/A,N/A,238.11993,1.2040200
2024-04-0105:24:00.000,N/A,N/A,237.28906,1.1608700
2024-04-0105:25:00.000,N/A,N/A,236.48486,1.1274101
2024-04-0105:26:00.000,N/A,N/A,235.70113,1.1034800
2024-04-0105:27:00.000,N/A,N/A,234.93242,1.0884800
2024-04-0105:28:00.000,N/A,N/A,234.17387,1.0826800
2024-04-0105:29:00.000,N/A,N/A,233.42094,1.0852300
2024-04-0105:30:00.000,N/A,N/A,232.66931,1.0968100
2024-04-0105:31:00.000,N/A,N/A,231.91469,1.1180600
2024-04-0105:32:00.000,N/A,N/A,231.15266,1.1490099
2024-04-0105:33:00.000,N/A,N/A,230.37859,1.1916200
2024-04-0105:34:00.000,N/A,N/A,229.58739,1.2462300
2024-04-0105:35:00.000,N/A,N/A,228.77335,1.3150500
2024-04-0105:36:00.000,N/A,N/A,227.92982,1.3998500
2024-04-0105:37:00.000,N/A,N/A,227.04898,1.5041800
2024-04-0105:38:00.000,N/A,N/A,226.12129,1.6322401
2024-04-0105:39:00.000,N/A,N/A,225.13490,1.7895800
2024-04-0105:40:00.000,N/A,N/A,224.07480,1.9847600
2024-04-0105:41:00.000,N/A,N/A,222.92145,2.2291100
2024-04-0105:42:00.000,N/A,N/A,221.64890,2.5391700
2024-04-0105:43:00.000,N/A,N/A,220.22176,2.9388299
2024-04-0105:44:00.000,N/A,N/A,218.59041,3.4626000
2024-04-0105:45:00.000,N/A,N/A,216.68309,4.1621099
2024-04-0105:46:00.000,N/A,N/A,214.39207,5.1171598
2024-04-0105:47:00.000,N/A,N/A,211.54887,6.4521198
2024-04-0105:48:00.000,N/A,N/A,207.87677,8.3417702
2024-04-0105:49:00.000,N/A,N/A,202.89583,10.997630
2024-04-0105:50:00.000,N/A,N/A,195.72743,14.570470
2024-04-0105:51:00.000,N/A,N/A,184.72046,18.787050
2024-04-0105:52:00.000,N/A,N/A,167.12575,22.245541
2024-04-0105:53:00.000,N/A,N/A,141.32359,22.879169
2024-04-0105:54:00.000,N/A,N/A,113.95184,20.164940
2024-04-0105:55:00.000,N/A,N/A,93.959160,16.040609
2024-04-0105:56:00.000,N/A,N/A,81.390450,12.118920
2024-04-0105:57:00.000,N/A,N/A,73.340187,9.0545902
2024-04-0105:58:00.000,N/A,N/A,67.849022,6.8405399
2024-04-0105:59:00.000,N/A,N/A,63.864689,5.3090801
2024-04-0106:00:00.000,N/A,N/A,60.819698,4.2398300
2024-04-0106:01:00.000,N/A,N/A,58.392021,3.4687400
2024-04-0106:02:00.000,N/A,N/A,56.388512,2.8972399
2024-04-0106:03:00.000,N/A,N/A,54.687351,2.4652300
2024-04-0106:04:00.000,N/A,N/A,53.208241,2.1335399
2024-04-0106:05:00.000,N/A,N/A,51.896229,1.8762400
2024-04-0106:06:00.000,N/A,N/A,50.712479,1.6738800
2024-04-0106:07:00.000,N/A,N/A,49.628719,1.5136600
2024-04-0106:08:00.000,N/A,N/A,48.623829,1.3862400
2024-04-0106:09:00.000,N/A,N/A,47.681648,1.2850400
2024-04-0106:10:00.000,N/A,N/A,46.789551,1.2053500
2024-04-0106:11:00.000,N/A,N/A,45.937420,1.1434500
2024-04-0106:12:00.000,N/A,N/A,45.117008,1.0972300
2024-04-0106:13:00.000,N/A,N/A,44.321400,1.0648201
2024-04-0106:14:00.000,N/A,N/A,43.544670,1.0456400
2024-04-0106:15:00.000,N/A,N/A,42.781609,1.0388000
2024-04-0106:16:00.000,N/A,N/A,42.027481,1.0431401
2024-04-0106:17:00.000,N/A,N/A,41.277882,1.0597399
2024-04-0106:18:00.000,N/A,N/A,40.528561,1.0899000
2024-04-0106:19:00.000,N/A,N/A,39.775261,1.1329300
2024-04-0106:20:00.000,N/A,N/A,39.013599,1.1911401
2024-04-0106:21:00.000,N/A,N/A,38.238930,1.2653700
2024-04-0106:22:00.000,N/A,N/A,37.446098,1.3572500
2024-04-0106:23:00.000,N/A,N/A,36.629318,1.4685000
2024-04-0106:24:00.000,N/A,N/A,35.781849,1.5996100
2024-04-0106:25:00.000,N/A,N/A,34.895641,1.7518800
2024-04-0106:26:00.000,N/A,N/A,33.960930,1.9270400
2024-04-0106:27:00.000,N/A,N/A,32.965519,2.1269600
2024-04-0106:28:00.000,N/A,N/A,31.893869,2.3543200
2024-04-0106:29:00.000,N/A,N/A,30.725780,2.6118000
2024-04-0106:30:00.000,N/A,N/A,29.434290,2.9031100
2024-04-0106:31:00.000,N/A,N/A,27.982550,3.2334299
2024-04-0106:32:00.000,N/A,N/A,26.318710,3.6116500
2024-04-0106:33:00.000,N/A,N/A,24.367500,4.0482898
2024-04-0106:34:00.000,N/A,N/A,22.015539,4.5527401
2024-04-0106:35:00.000,N/A,N/A,19.084660,5.1233101
2024-04-0106:36:00.000,N/A,N/A,15.280810,5.7457299
2024-04-0106:37:00.000,N/A,N/A,10.091570,6.3893399
2024-04-0106:38:00.000,N/A,N/A,2.5761700,7.0010800
2024-04-0106:39:00.000,N/A,N/A,350.97794,7.5028100
2024-04-0106:40:00.000,N/A,N/A,332.50305,7.7987099
2024-04-0106:41:00.000,N/A,N/A,306.14316,7.8088999
2024-04-0106:42:00.000,N/A,N/A,279.43835,7.5095701
2024-04-0106:43:00.000,N/A,N/A,260.43576,6.9521599
2024-04-0106:44:00.000,N/A,N/A,248.49260,6.2363601
2024-04-0106:45:00.000,N/A,N/A,240.78169,5.4713702
2024-04-0106:46:00.000,N/A,N/A,235.47894,4.7418199
2024-04-0106:47:00.000,N/A,N/A,231.60539,4.0948701
2024-04-0106:48:00.000,N/A,N/A,228.62923,3.5444400
2024-04-0106:49:00.000,N/A,N/A,226.24641,3.0847399
2024-04-0106:50:00.000,N/A,N/A,224.27328,2.7042999
2024-04-0106:51:00.000,N/A,N/A,222.59331,2.3904600
2024-04-0106:52:00.000,N/A,N/A,221.12932,2.1314700
2024-04-0106:53:00.000,N/A,N/A,219.82829,1.9175700
2024-04-0106:54:00.000,N/A,N/A,218.65257,1.7409900
2024-04-0106:55:00.000,N/A,N/A,217.57472,1.5951600
2024-04-0106:56:00.000,N/A,N/A,216.57413,1.4741499
2024-04-0106:57:00.000,N/A,N/A,215.63499,1.3738600
2024-04-0106:58:00.000,N/A,N/A,214.74495,1.2920001
2024-04-0106:59:00.000,N/A,N/A,213.89407,1.2250100
2024-04-0107:00:00.000,N/A,N/A,213.07420,1.1712000
2024-04-0107:01:00.000,N/A,N/A,212.27853,1.1296200
2024-04-0107:02:00.000,N/A,N/A,211.50116,1.0987600
2024-04-0107:03:00.000,N/A,N/A,210.73689,1.0783800
2024-04-0107:04:00.000,N/A,N/A,209.98102,1.0673701
