date,gamma,elecro,lon,L
2024-01-0100:48:00.000,N/A,N/A,300.21722,1.3933100
2024-01-0100:49:00.000,N/A,N/A,299.38409,1.4953200
2024-01-0100:50:00.000,N/A,N/A,298.51657,1.6240600
2024-01-0100:51:00.000,N/A,N/A,297.60577,1.7874900
2024-01-0100:52:00.000,N/A,N/A,296.64081,1.9938300
2024-01-0100:53:00.000,N/A,N/A,295.60791,2.2592700
2024-01-0100:54:00.000,N/A,N/A,294.48935,2.6097100
2024-01-0100:55:00.000,N/A,N/A,293.26187,3.0809700
2024-01-0100:56:00.000,N/A,N/A,291.89392,3.7263401
2024-01-0100:57:00.000,N/A,N/A,290.34189,4.6324301
2024-01-0100:58:00.000,N/A,N/A,288.54340,5.9626098
2024-01-0100:59:00.000,N/A,N/A,286.40622,8.0476704
2024-01-0101:00:00.000,N/A,N/A,283.78860,11.539420
2024-01-0101:01:00.000,N/A,N/A,280.46216,17.851259
2024-01-0101:02:00.000,N/A,N/A,276.03967,30.409069
2024-01-0101:03:00.000,N/A,N/A,269.82703,57.716751
2024-01-0101:04:00.000,N/A,N/A,260.52670,107.35486
2024-01-0101:05:00.000,N/A,N/A,245.80818,115.75877
2024-01-0101:06:00.000,N/A,N/A,223.00737,66.526443
2024-01-0101:07:00.000,N/A,N/A,195.01610,35.469872
2024-01-0101:08:00.000,N/A,N/A,171.83633,20.922710
2024-01-0101:09:00.000,N/A,N/A,156.79713,13.614910
2024-01-0101:10:00.000,N/A,N/A,147.30917,9.4381905
2024-01-0101:11:00.000,N/A,N/A,140.98997,6.8316302
2024-01-0101:12:00.000,N/A,N/A,136.50417,5.1821399
2024-01-0101:13:00.000,N/A,N/A,133.13791,4.0995798
2024-01-0101:14:00.000,N/A,N/A,130.49397,3.3431699
2024-01-0101:15:00.000,N/A,N/A,128.33876,2.7899101
2024-01-0101:16:00.000,N/A,N/A,126.52745,2.3745501
2024-01-0101:17:00.000,N/A,N/A,124.96612,2.0573101
2024-01-0101:18:00.000,N/A,N/A,123.59132,1.8117501
2024-01-0101:19:00.000,N/A,N/A,122.35873,1.6191200
2024-01-0101:20:00.000,N/A,N/A,121.23639,1.4660900
2024-01-0101:21:00.000,N/A,N/A,120.20071,1.3435600
2024-01-0101:22:00.000,N/A,N/A,119.23375,1.2461100
2024-01-0101:23:00.000,N/A,N/A,118.32163,1.1679800
2024-01-0101:24:00.000,N/A,N/A,117.45333,1.1069200
2024-01-0101:25:00.000,N/A,N/A,116.61992,1.0594800
2024-01-0101:26:00.000,N/A,N/A,115.81400,1.0252000
2024-01-0101:27:00.000,N/A,N/A,115.02928,1.0018100
2024-01-0101:28:00.000,N/A,N/A,114.26028,0.98974001
2024-01-0101:29:00.000,N/A,N/A,113.50211,0.98843002
2024-01-0101:30:00.000,N/A,N/A,112.75024,0.99743003
2024-01-0101:31:00.000,N/A,N/A,112.00037,1.0183200
2024-01-0101:32:00.000,N/A,N/A,111.24826,1.0513400
2024-01-0101:33:00.000,N/A,N/A,110.48959,1.0993100
2024-01-0101:34:00.000,N/A,N/A,109.71984,1.1644100
2024-01-0101:35:00.000,N/A,N/A,108.93408,1.2501600
2024-01-0101:36:00.000,N/A,N/A,108.12679,1.3619400
2024-01-0101:37:00.000,N/A,N/A,107.29164,1.5061800
2024-01-0101:38:00.000,N/A,N/A,106.42116,1.6926301
2024-01-0101:39:00.000,N/A,N/A,105.50632,1.9345400
2024-01-0101:40:00.000,N/A,N/A,104.53600,2.2521701
2024-01-0101:41:00.000,N/A,N/A,103.49611,2.6766901
2024-01-0101:42:00.000,N/A,N/A,102.36851,3.2538400
2024-01-0101:43:00.000,N/A,N/A,101.12925,4.0476398
2024-01-0101:44:00.000,N/A,N/A,99.745880,5.1498599
2024-01-0101:45:00.000,N/A,N/A,98.173332,6.7310500
2024-01-0101:46:00.000,N/A,N/A,96.347008,9.1302700
2024-01-0101:47:00.000,N/A,N/A,94.171097,12.759690
2024-01-0101:48:00.000,N/A,N/A,91.497711,17.834410
2024-01-0101:49:00.000,N/A,N/A,88.087662,23.600590
2024-01-0101:50:00.000,N/A,N/A,83.533409,27.339899
2024-01-0101:51:00.000,N/A,N/A,77.101288,26.272860
2024-01-0101:52:00.000,N/A,N/A,67.418869,21.613220
2024-01-0101:53:00.000,N/A,N/A,52.059551,16.583670
2024-01-0101:54:00.000,N/A,N/A,28.536619,12.492680
2024-01-0101:55:00.000,N/A,N/A,0.61183000,9.5334797
2024-01-0101:56:00.000,N/A,N/A,338.20929,7.4279699
2024-01-0101:57:00.000,N/A,N/A,323.80063,5.9061198
2024-01-0101:58:00.000,N/A,N/A,314.67548,4.7864699
2024-01-0101:59:00.000,N/A,N/A,308.56012,3.9570899
2024-01-0102:00:00.000,N/A,N/A,304.19452,3.3389800
2024-01-0102:01:00.000,N/A,N/A,300.90332,2.8705900
2024-01-0102:02:00.000,N/A,N/A,298.30865,2.5081999
2024-01-0102:03:00.000,N/A,N/A,296.18710,2.2229199
2024-01-0102:04:00.000,N/A,N/A,294.39963,1.9959600
2024-01-0102:05:00.000,N/A,N/A,292.85559,1.8134900
2024-01-0102:06:00.000,N/A,N/A,291.49362,1.6654201
2024-01-0102:07:00.000,N/A,N/A,290.27063,1.5445100
2024-01-0102:08:00.000,N/A,N/A,289.15555,1.4459100
2024-01-0102:09:00.000,N/A,N/A,288.12537,1.3658100
2024-01-0102:10:00.000,N/A,N/A,287.16251,1.3008699
2024-01-0102:11:00.000,N/A,N/A,286.25342,1.2496700
2024-01-0102:12:00.000,N/A,N/A,285.38721,1.2104200
2024-01-0102:13:00.000,N/A,N/A,284.55511,1.1818600
2024-01-0102:14:00.000,N/A,N/A,283.74985,1.1633500
2024-01-0102:15:00.000,N/A,N/A,282.96515,1.1543300
2024-01-0102:16:00.000,N/A,N/A,282.19556,1.1546100
2024-01-0102:17:00.000,N/A,N/A,281.43625,1.1637200
2024-01-0102:18:00.000,N/A,N/A,280.68265,1.1816900
2024-01-0102:19:00.000,N/A,N/A,279.93042,1.2093500
2024-01-0102:20:00.000,N/A,N/A,279.17526,1.2471300
2024-01-0102:21:00.000,N/A,N/A,278.41284,1.2964400
2024-01-0102:22:00.000,N/A,N/A,277.63846,1.3594000
2024-01-0102:23:00.000,N/A,N/A,276.84711,1.4381700
2024-01-0102:24:00.000,N/A,N/A,276.03305,1.5368800
2024-01-0102:25:00.000,N/A,N/A,275.18973,1.6603900
2024-01-0102:26:00.000,N/A,N/A,274.30933,1.8153200
2024-01-0102:27:00.000,N/A,N/A,273.38239,2.0106800
2024-01-0102:28:00.000,N/A,N/A,272.39722,2.2598801
2024-01-0102:29:00.000,N/A,N/A,271.33890,2.5811400
2024-01-0102:30:00.000,N/A,N/A,270.18817,3.0017099
2024-01-0102:31:00.000,N/A,N/A,268.91937,3.5606301
2024-01-0102:32:00.000,N/A,N/A,267.49765,4.3162098
2024-01-0102:33:00.000,N/A,N/A,265.87424,5.3607898
2024-01-0102:34:00.000,N/A,N/A,263.97867,6.8620400
2024-01-0102:35:00.000,N/A,N/A,261.70547,9.1202803
2024-01-0102:36:00.000,N/A,N/A,258.89029,12.639340
2024-01-0102:37:00.000,N/A,N/A,255.26402,18.244020
2024-01-0102:38:00.000,N/A,N/A,250.36220,27.034140
2024-01-0102:39:00.000,N/A,N/A,243.33829,38.939789
2024-01-0102:40:00.000,N/A,N/A,232.60591,48.129372
2024-01-0102:41:00.000,N/A,N/A,215.49532,45.205460
2024-01-0102:42:00.000,N/A,N/A,190.19357,33.873051
2024-01-0102:43:00.000,N/A,N/A,162.72873,23.382460
2024-01-0102:44:00.000,N/A,N/A,142.28052,16.270670
2024-01-0102:45:00.000,N/A,N/A,129.35727,11.622530
2024-01-0102:46:00.000,N/A,N/A,121.09162,8.4885302
2024-01-0102:47:00.000,N/A,N/A,115.47005,6.3725600
2024-01-0102:48:00.000,N/A,N/A,111.40293,4.9731102
2024-01-0102:49:00.000,N/A,N/A,108.30257,4.0057101
2024-01-0102:50:00.000,N/A,N/A,105.83611,3.3010199
2024-01-0102:51:00.000,N/A,N/A,103.80439,2.7695501
2024-01-0102:52:00.000,N/A,N/A,102.08203,2.3618801
2024-01-0102:53:00.000,N/A,N/A,100.58657,2.0468900
2024-01-0102:54:00.000,N/A,N/A,99.261673,1.8009501
2024-01-0102:55:00.000,N/A,N/A,98.067581,1.6055400
2024-01-0102:56:00.000,N/A,N/A,96.975403,1.4500099
2024-01-0102:57:00.000,N/A,N/A,95.963570,1.3260000
2024-01-0102:58:00.000,N/A,N/A,95.015617,1.2267801
2024-01-0102:59:00.000,N/A,N/A,94.118690,1.1487300
2024-01-0103:00:00.000,N/A,N/A,93.262512,1.0883100
2024-01-0103:01:00.000,N/A,N/A,92.438698,1.0428801
2024-01-0103:02:00.000,N/A,N/A,91.640244,1.0108700
2024-01-0103:03:00.000,N/A,N/A,90.861137,0.99133998
2024-01-0103:04:00.000,N/A,N/A,90.096138,0.98364002
2024-01-0103:05:00.000,N/A,N/A,89.340469,0.98733997
2024-01-0103:06:00.000,N/A,N/A,88.589699,1.0018200
2024-01-0103:07:00.000,N/A,N/A,87.839569,1.0287400
2024-01-0103:08:00.000,N/A,N/A,87.085831,1.0688900
2024-01-0103:09:00.000,N/A,N/A,86.324097,1.1244700
2024-01-0103:10:00.000,N/A,N/A,85.549751,1.1976100
2024-01-0103:11:00.000,N/A,N/A,84.757690,1.2916501
2024-01-0103:12:00.000,N/A,N/A,83.942169,1.4109600
2024-01-0103:13:00.000,N/A,N/A,83.096519,1.5626000
2024-01-0103:14:00.000,N/A,N/A,82.212830,1.7525800
2024-01-0103:15:00.000,N/A,N/A,81.281464,1.9916101
2024-01-0103:16:00.000,N/A,N/A,80.290443,2.2940400
2024-01-0103:17:00.000,N/A,N/A,79.224518,2.6786699
2024-01-0103:18:00.000,N/A,N/A,78.063919,3.1692200
2024-01-0103:19:00.000,N/A,N/A,76.782288,3.7950599
2024-01-0103:20:00.000,N/A,N/A,75.343689,4.5912499
2024-01-0103:21:00.000,N/A,N/A,73.697662,5.6061702
2024-01-0103:22:00.000,N/A,N/A,71.771179,6.8928599
2024-01-0103:23:00.000,N/A,N/A,69.454567,8.4556904
2024-01-0103:24:00.000,N/A,N/A,66.576057,10.188610
2024-01-0103:25:00.000,N/A,N/A,62.853432,11.827490
2024-01-0103:26:00.000,N/A,N/A,57.796989,12.957780
2024-01-0103:27:00.000,N/A,N/A,50.511131,13.191400
2024-01-0103:28:00.000,N/A,N/A,39.320969,12.449480
2024-01-0103:29:00.000,N/A,N/A,21.489429,11.031620
2024-01-0103:30:00.000,N/A,N/A,355.61331,9.3676901
2024-01-0103:31:00.000,N/A,N/A,328.54614,7.7722402
2024-01-0103:32:00.000,N/A,N/A,308.88666,6.3890901
2024-01-0103:33:00.000,N/A,N/A,296.49939,5.2520800
2024-01-0103:34:00.000,N/A,N/A,288.53476,4.3507199
2024-01-0103:35:00.000,N/A,N/A,283.08453,3.6525500
2024-01-0103:36:00.000,N/A,N/A,279.12033,3.1149199
2024-01-0103:37:00.000,N/A,N/A,276.08533,2.6984000
2024-01-0103:38:00.000,N/A,N/A,273.66241,2.3713000
2024-01-0103:39:00.000,N/A,N/A,271.66080,2.1126599
2024-01-0103:40:00.000,N/A,N/A,269.95996,1.9052700
2024-01-0103:41:00.000,N/A,N/A,268.48022,1.7383000
2024-01-0103:42:00.000,N/A,N/A,267.16702,1.6026599
2024-01-0103:43:00.000,N/A,N/A,265.98175,1.4914700
2024-01-0103:44:00.000,N/A,N/A,264.89624,1.3999100
2024-01-0103:45:00.000,N/A,N/A,263.88943,1.3251801
2024-01-0103:46:00.000,N/A,N/A,262.94525,1.2635400
2024-01-0103:47:00.000,N/A,N/A,262.05103,1.2141800
2024-01-0103:48:00.000,N/A,N/A,261.19669,1.1750500
2024-01-0103:49:00.000,N/A,N/A,260.37399,1.1454099
2024-01-0103:50:00.000,N/A,N/A,259.57599,1.1245400
2024-01-0103:51:00.000,N/A,N/A,258.79672,1.1120200
2024-01-0103:52:00.000,N/A,N/A,258.03094,1.1078100
2024-01-0103:53:00.000,N/A,N/A,257.27396,1.1122700
2024-01-0103:54:00.000,N/A,N/A,256.52127,1.1255100
2024-01-0103:55:00.000,N/A,N/A,255.76845,1.1481200
2024-01-0103:56:00.000,N/A,N/A,255.01144,1.1820000
2024-01-0103:57:00.000,N/A,N/A,254.24570,1.2277700
2024-01-0103:58:00.000,N/A,N/A,253.46643,1.2876101
2024-01-0103:59:00.000,N/A,N/A,252.66841,1.3634800
2024-01-0104:00:00.000,N/A,N/A,251.84567,1.4587200
2024-01-0104:01:00.000,N/A,N/A,250.99132,1.5773200
2024-01-0104:02:00.000,N/A,N/A,250.09705,1.7242200
2024-01-0104:03:00.000,N/A,N/A,249.15277,1.9070500
2024-01-0104:04:00.000,N/A,N/A,248.14583,2.1354699
2024-01-0104:05:00.000,N/A,N/A,247.06010,2.4236701
2024-01-0104:06:00.000,N/A,N/A,245.87450,2.7920899
2024-01-0104:07:00.000,N/A,N/A,244.56079,3.2701099
2024-01-0104:08:00.000,N/A,N/A,243.08028,3.8986599
2024-01-0104:09:00.000,N/A,N/A,241.37820,4.7401299
2024-01-0104:10:00.000,N/A,N/A,239.37469,5.8924699
2024-01-0104:11:00.000,N/A,N/A,236.94867,7.5115700
2024-01-0104:12:00.000,N/A,N/A,233.90854,9.8258495
2024-01-0104:13:00.000,N/A,N/A,229.93542,13.125330
2024-01-0104:14:00.000,N/A,N/A,224.46889,17.637480
2024-01-0104:15:00.000,N/A,N/A,216.47285,23.030491
2024-01-0104:16:00.000,N/A,N/A,204.02348,27.488230
2024-01-0104:17:00.000,N/A,N/A,184.25777,28.156330
2024-01-0104:18:00.000,N/A,N/A,157.10486,24.525921
2024-01-0104:19:00.000,N/A,N/A,131.26738,19.275391
2024-01-0104:20:00.000,N/A,N/A,113.51870,14.475990
2024-01-0104:21:00.000,N/A,N/A,102.38876,10.778140
2024-01-0104:22:00.000,N/A,N/A,95.140167,8.0479002
2024-01-0104:23:00.000,N/A,N/A,90.107063,6.1449399
2024-01-0104:24:00.000,N/A,N/A,86.399689,4.8440199
2024-01-0104:25:00.000,N/A,N/A,83.531677,3.9208701
2024-01-0104:26:00.000,N/A,N/A,81.222549,3.2393000
2024-01-0104:27:00.000,N/A,N/A,79.301613,2.7224600
2024-01-0104:28:00.000,N/A,N/A,77.659790,2.3264999
2024-01-0104:29:00.000,N/A,N/A,76.224449,2.0197899
2024-01-0104:30:00.000,N/A,N/A,74.945389,1.7800000
2024-01-0104:31:00.000,N/A,N/A,73.786850,1.5909801
2024-01-0104:32:00.000,N/A,N/A,72.722603,1.4408799
2024-01-0104:33:00.000,N/A,N/A,71.732933,1.3215100
2024-01-0104:34:00.000,N/A,N/A,70.802658,1.2274600
2024-01-0104:35:00.000,N/A,N/A,69.919868,1.1535800
2024-01-0104:36:00.000,N/A,N/A,69.074944,1.0971700
2024-01-0104:37:00.000,N/A,N/A,68.259987,1.0554900
2024-01-0104:38:00.000,N/A,N/A,67.468369,1.0269400
2024-01-0104:39:00.000,N/A,N/A,66.694351,1.0105700
2024-01-0104:40:00.000,N/A,N/A,65.932838,1.0059100
2024-01-0104:41:00.000,N/A,N/A,65.179222,1.0125200
2024-01-0104:42:00.000,N/A,N/A,64.429100,1.0301000
2024-01-0104:43:00.000,N/A,N/A,63.678261,1.0606600
2024-01-0104:44:00.000,N/A,N/A,62.922421,1.1036500
2024-01-0104:45:00.000,N/A,N/A,62.157150,1.1624399
2024-01-0104:46:00.000,N/A,N/A,61.377659,1.2383300
2024-01-0104:47:00.000,N/A,N/A,60.578690,1.3340400
2024-01-0104:48:00.000,N/A,N/A,59.754230,1.4529400
2024-01-0104:49:00.000,N/A,N/A,58.897251,1.5985600
2024-01-0104:50:00.000,N/A,N/A,57.999329,1.7756701
2024-01-0104:51:00.000,N/A,N/A,57.050171,1.9896500
2024-01-0104:52:00.000,N/A,N/A,56.036850,2.2456901
2024-01-0104:53:00.000,N/A,N/A,54.942841,2.5528300
2024-01-0104:54:00.000,N/A,N/A,53.746479,2.9192200
2024-01-0104:55:00.000,N/A,N/A,52.418739,3.3543200
2024-01-0104:56:00.000,N/A,N/A,50.919659,3.8713500
2024-01-0104:57:00.000,N/A,N/A,49.192612,4.4856901
2024-01-0104:58:00.000,N/A,N/A,47.154659,5.2078800
2024-01-0104:59:00.000,N/A,N/A,44.679691,6.0309501
2024-01-0105:00:00.000,N/A,N/A,41.567268,6.9172101
2024-01-0105:01:00.000,N/A,N/A,37.482319,7.7944298
2024-01-0105:02:00.000,N/A,N/A,31.833111,8.5470104
2024-01-0105:03:00.000,N/A,N/A,23.522779,9.0251904
2024-01-0105:04:00.000,N/A,N/A,10.528710,9.0975199
2024-01-0105:05:00.000,N/A,N/A,349.99731,8.7244196
2024-01-0105:06:00.000,N/A,N/A,322.53305,7.9924998
2024-01-0105:07:00.000,N/A,N/A,297.34146,7.0628800
2024-01-0105:08:00.000,N/A,N/A,280.32599,6.0924101
2024-01-0105:09:00.000,N/A,N/A,269.64490,5.1900601
2024-01-0105:10:00.000,N/A,N/A,262.64694,4.4115500
2024-01-0105:11:00.000,N/A,N/A,257.75882,3.7705600
2024-01-0105:12:00.000,N/A,N/A,254.14020,3.2534101
2024-01-0105:13:00.000,N/A,N/A,251.32947,2.8376801
2024-01-0105:14:00.000,N/A,N/A,249.05902,2.5023799
2024-01-0105:15:00.000,N/A,N/A,247.16515,2.2299800
2024-01-0105:16:00.000,N/A,N/A,245.54280,2.0074699
2024-01-0105:17:00.000,N/A,N/A,244.12180,1.8242300
2024-01-0105:18:00.000,N/A,N/A,242.85347,1.6728400
2024-01-0105:19:00.000,N/A,N/A,241.70302,1.5467100
2024-01-0105:20:00.000,N/A,N/A,240.64491,1.4413900
2024-01-0105:21:00.000,N/A,N/A,239.65985,1.3544300
2024-01-0105:22:00.000,N/A,N/A,238.73300,1.2822400
2024-01-0105:23:00.000,N/A,N/A,237.85265,1.2228700
2024-01-0105:24:00.000,N/A,N/A,237.00934,1.1755900
2024-01-0105:25:00.000,N/A,N/A,236.19530,1.1384799
2024-01-0105:26:00.000,N/A,N/A,235.40392,1.1111600
2024-01-0105:27:00.000,N/A,N/A,234.62956,1.0933400
2024-01-0105:28:00.000,N/A,N/A,233.86713,1.0836400
2024-01-0105:29:00.000,N/A,N/A,233.11198,1.0831200
2024-01-0105:30:00.000,N/A,N/A,232.35976,1.0913000
2024-01-0105:31:00.000,N/A,N/A,231.60616,1.1087900
2024-01-0105:32:00.000,N/A,N/A,230.84682,1.1361400
2024-01-0105:33:00.000,N/A,N/A,230.07726,1.1743900
2024-01-0105:34:00.000,N/A,N/A,229.29256,1.2239400
2024-01-0105:35:00.000,N/A,N/A,228.48727,1.2869300
2024-01-0105:36:00.000,N/A,N/A,227.65517,1.3653200
2024-01-0105:37:00.000,N/A,N/A,226.78894,1.4612499
2024-01-0105:38:00.000,N/A,N/A,225.87978,1.5790300
2024-01-0105:39:00.000,N/A,N/A,224.91684,1.7232701
2024-01-0105:40:00.000,N/A,N/A,223.88649,1.9015501
2024-01-0105:41:00.000,N/A,N/A,222.77119,2.1235001
2024-01-0105:42:00.000,N/A,N/A,221.54784,2.4039099
2024-01-0105:43:00.000,N/A,N/A,220.18527,2.7621701
2024-01-0105:44:00.000,N/A,N/A,218.64037,3.2287099
2024-01-0105:45:00.000,N/A,N/A,216.85152,3.8456900
2024-01-0105:46:00.000,N/A,N/A,214.72778,4.6796799
2024-01-0105:47:00.000,N/A,N/A,212.12955,5.8337898
2024-01-0105:48:00.000,N/A,N/A,208.83231,7.4602799
2024-01-0105:49:00.000,N/A,N/A,204.45609,9.7571001
2024-01-0105:50:00.000,N/A,N/A,198.32094,12.919500
2024-01-0105:51:00.000,N/A,N/A,189.15701,16.917830
2024-01-0105:52:00.000,N/A,N/A,174.67285,20.893459
2024-01-0105:53:00.000,N/A,N/A,152.15764,22.931009
2024-01-0105:54:00.000,N/A,N/A,124.18376,21.528650
2024-01-0105:55:00.000,N/A,N/A,100.72634,17.806471
2024-01-0105:56:00.000,N/A,N/A,85.444313,13.665900
2024-01-0105:57:00.000,N/A,N/A,75.813301,10.237850
2024-01-0105:58:00.000,N/A,N/A,69.412857,7.6855202
2024-01-0105:59:00.000,N/A,N/A,64.878708,5.8975301
2024-01-0106:00:00.000,N/A,N/A,61.482052,4.6590500
2024-01-0106:01:00.000,N/A,N/A,58.817970,3.7769101
2024-01-0106:02:00.000,N/A,N/A,56.648800,3.1290500
2024-01-0106:03:00.000,N/A,N/A,54.827511,2.6426401
2024-01-0106:04:00.000,N/A,N/A,53.258801,2.2715600
2024-01-0106:05:00.000,N/A,N/A,51.878441,1.9847500
2024-01-0106:06:00.000,N/A,N/A,50.641548,1.7605100
2024-01-0106:07:00.000,N/A,N/A,49.515862,1.5828400
2024-01-0106:08:00.000,N/A,N/A,48.477520,1.4417700
2024-01-0106:09:00.000,N/A,N/A,47.508450,1.3293500
2024-01-0106:10:00.000,N/A,N/A,46.594639,1.2403700
2024-01-0106:11:00.000,N/A,N/A,45.724991,1.1705500
2024-01-0106:12:00.000,N/A,N/A,44.890499,1.1174400
2024-01-0106:13:00.000,N/A,N/A,44.083740,1.0790401
2024-01-0106:14:00.000,N/A,N/A,43.298370,1.0541300
2024-01-0106:15:00.000,N/A,N/A,42.528912,1.0415000
2024-01-0106:16:00.000,N/A,N/A,41.770432,1.0408800
2024-01-0106:17:00.000,N/A,N/A,41.018398,1.0519500
2024-01-0106:18:00.000,N/A,N/A,40.268509,1.0760400
2024-01-0106:19:00.000,N/A,N/A,39.516529,1.1128700
2024-01-0106:20:00.000,N/A,N/A,38.758141,1.1645300
2024-01-0106:21:00.000,N/A,N/A,37.988831,1.2314100
2024-01-0106:22:00.000,N/A,N/A,37.203671,1.3150600
2024-01-0106:23:00.000,N/A,N/A,36.397190,1.4169400
2024-01-0106:24:00.000,N/A,N/A,35.563080,1.5384800
2024-01-0106:25:00.000,N/A,N/A,34.693909,1.6811000
2024-01-0106:26:00.000,N/A,N/A,33.780720,1.8457299
2024-01-0106:27:00.000,N/A,N/A,32.812450,2.0332201
2024-01-0106:28:00.000,N/A,N/A,31.775150,2.2460301
2024-01-0106:29:00.000,N/A,N/A,30.650829,2.4878299
2024-01-0106:30:00.000,N/A,N/A,29.415760,2.7609100
2024-01-0106:31:00.000,N/A,N/A,28.037849,3.0695801
2024-01-0106:32:00.000,N/A,N/A,26.472530,3.4208400
2024-01-0106:33:00.000,N/A,N/A,24.656031,3.8252599
2024-01-0106:34:00.000,N/A,N/A,22.493830,4.2923899
2024-01-0106:35:00.000,N/A,N/A,19.840260,4.8272901
2024-01-0106:36:00.000,N/A,N/A,16.460171,5.4225602
2024-01-0106:37:00.000,N/A,N/A,11.953550,6.0552001
2024-01-0106:38:00.000,N/A,N/A,5.6015701,6.6844702
2024-01-0106:39:00.000,N/A,N/A,356.06024,7.2462201
2024-01-0106:40:00.000,N/A,N/A,340.93991,7.6508198
2024-01-0106:41:00.000,N/A,N/A,317.68759,7.8062301
2024-01-0106:42:00.000,N/A,N/A,289.74188,7.6566000
2024-01-0106:43:00.000,N/A,N/A,267.05963,7.2169900
2024-01-0106:44:00.000,N/A,N/A,252.42267,6.5681500
2024-01-0106:45:00.000,N/A,N/A,243.16457,5.8183098
2024-01-0106:46:00.000,N/A,N/A,236.97353,5.0666399
2024-01-0106:47:00.000,N/A,N/A,232.56270,4.3791599
2024-01-0106:48:00.000,N/A,N/A,229.24290,3.7842600
2024-01-0106:49:00.000,N/A,N/A,226.62923,3.2840400
2024-01-0106:50:00.000,N/A,N/A,224.49451,2.8684299
2024-01-0106:51:00.000,N/A,N/A,222.69756,2.5252199
2024-01-0106:52:00.000,N/A,N/A,221.14651,2.2419901
2024-01-0106:53:00.000,N/A,N/A,219.77924,2.0086999
2024-01-0106:54:00.000,N/A,N/A,218.55219,1.8159500
2024-01-0106:55:00.000,N/A,N/A,217.43391,1.6568600
2024-01-0106:56:00.000,N/A,N/A,216.40121,1.5249600
2024-01-0106:57:00.000,N/A,N/A,215.43636,1.4160500
2024-01-0106:58:00.000,N/A,N/A,214.52565,1.3260500
2024-01-0106:59:00.000,N/A,N/A,213.65817,1.2525600
2024-01-0107:00:00.000,N/A,N/A,212.82507,1.1933000
2024-01-0107:01:00.000,N/A,N/A,212.01901,1.1466600
2024-01-0107:02:00.000,N/A,N/A,211.23370,1.1110700
2024-01-0107:03:00.000,N/A,N/A,210.46371,1.0863100
2024-01-0107:04:00.000,N/A,N/A,209.70413,1.0709900
