date,gamma,elecro,lon,L
2024-02-0105:30:00.000,1.5860000,0.55766667,46.228222,2.3571000
2024-02-0105:31:00.000,1.6946667,0.60966667,45.074219,2.6589301
2024-02-0105:32:00.000,2.7676667,1.0250000,43.801231,3.0109701
2024-02-0105:33:00.000,11.308000,7.0620000,42.374031,3.4197800
2024-02-0105:34:00.000,88.411667,80.172667,40.743309,3.8983200
2024-02-0105:35:00.000,188.59567,170.38233,38.837791,4.4577899
2024-02-0105:36:00.000,251.71333,205.03267,36.550709,5.1035700
2024-02-0105:37:00.000,111.07733,99.704333,33.715340,5.8234901
2024-02-0105:38:00.000,41.672000,38.262000,30.058531,6.5824699
2024-02-0105:39:00.000,3.1256667,1.7270000,25.107941,7.3193002
2024-02-0105:40:00.000,2.6490000,1.1840000,18.001909,7.9394698
2024-02-0105:41:00.000,2.7550000,1.2353333,7.1267200,8.3237495
2024-02-0105:42:00.000,2.3400000,1.0976667,349.79114,8.3685398
2024-02-0105:43:00.000,4.5260000,3.0640000,324.30627,8.0443401
2024-02-0105:44:00.000,62.038000,56.951000,296.96432,7.4161000
2024-02-0105:45:00.000,222.23967,192.65167,276.76883,6.6117201
2024-02-0105:46:00.000,234.13333,203.91233,264.01782,5.7610998
2024-02-0105:47:00.000,167.06667,153.60633,255.84840,4.9587498
2024-02-0105:48:00.000,17.146333,13.463333,250.28133,4.2568998
2024-02-0105:49:00.000,5.0453333,2.1820000,246.24677,3.6696401
2024-02-0105:50:00.000,2.3563333,1.1700000,243.16704,3.1875701
2024-02-0105:51:00.000,2.9990000,1.8270000,240.71432,2.7933099
2024-02-0105:52:00.000,1.7550000,0.81900000,238.69215,2.4705801
2024-02-0105:53:00.000,1.4720000,0.60400000,236.97664,2.2052500
2024-02-0105:54:00.000,1.4333333,0.66266667,235.48625,1.9862300
2024-02-0105:55:00.000,1.3430000,0.68766667,234.16521,1.8049901
2024-02-0105:56:00.000,1.3366667,0.72966667,232.97409,1.6546100
2024-02-0105:57:00.000,1.0903333,0.53566667,231.88425,1.5292400
2024-02-0105:58:00.000,1.1440000,0.63766667,230.87427,1.4251200
2024-02-0105:59:00.000,0.91933333,0.45966667,229.92783,1.3384200
2024-02-0106:00:00.000,1.0100000,0.55833333,229.03212,1.2671601
2024-02-0106:01:00.000,1.0130000,0.56800000,228.17693,1.2093300
2024-02-0106:02:00.000,0.83033333,0.42133333,227.35393,1.1629601
2024-02-0106:03:00.000,0.95400000,0.56866667,226.55612,1.1276900
2024-02-0106:04:00.000,0.81333333,0.41200000,225.77756,1.1019200
2024-02-0106:05:00.000,0.94633333,0.51700000,225.01295,1.0854100
2024-02-0106:06:00.000,1.0280000,0.61800000,224.25758,1.0779500
2024-02-0106:07:00.000,0.88000000,0.46000000,223.50700,1.0793500
2024-02-0106:08:00.000,0.89233333,0.46366667,222.75697,1.0895300
2024-02-0106:09:00.000,0.83066667,0.42966667,222.00320,1.1090000
2024-02-0106:10:00.000,0.83566667,0.44100000,221.24136,1.1381400
2024-02-0106:11:00.000,0.99300000,0.54500000,220.46677,1.1774499
2024-02-0106:12:00.000,0.89433333,0.44900000,219.67432,1.2284800
2024-02-0106:13:00.000,0.99400000,0.49233333,218.85825,1.2919900
2024-02-0106:14:00.000,1.0823333,0.56933333,218.01184,1.3702300
2024-02-0106:15:00.000,1.0620000,0.51900000,217.12714,1.4653600
2024-02-0106:16:00.000,1.2940000,0.63966667,216.19444,1.5816200
2024-02-0106:17:00.000,1.3740000,0.65100000,215.20169,1.7238100
2024-02-0106:18:00.000,1.3156667,0.52600000,214.13350,1.8995301
2024-02-0106:19:00.000,1.7333333,0.80933333,212.96989,2.1192999
2024-02-0106:20:00.000,2.5293333,1.3393333,211.68423,2.3970699
2024-02-0106:21:00.000,2.4716667,1.0283333,210.24016,2.7553201
2024-02-0106:22:00.000,9.5326667,5.3596667,208.58656,3.2241399
2024-02-0106:23:00.000,71.752333,65.520667,206.64932,3.8509700
2024-02-0106:24:00.000,155.61633,136.27600,204.31697,4.7063298
2024-02-0106:25:00.000,132.18400,117.76933,201.41454,5.9055700
2024-02-0106:26:00.000,10.878333,8.9050000,197.65376,7.6138802
2024-02-0106:27:00.000,2.8993333,1.5640000,192.53320,10.039720
2024-02-0106:28:00.000,2.5630000,1.1360000,185.13307,13.359120
2024-02-0106:29:00.000,3.6570000,2.1763333,173.73218,17.427151
2024-02-0106:30:00.000,3.6750000,2.2106667,155.54970,21.067711
2024-02-0106:31:00.000,3.5350000,2.0030000,129.36700,22.240141
2024-02-0106:32:00.000,2.9743333,1.4976667,102.43800,20.066910
2024-02-0106:33:00.000,3.3460000,1.8813333,83.114769,16.015280
2024-02-0106:34:00.000,10.397333,8.3960000,70.969238,12.093270
2024-02-0106:35:00.000,41.534667,37.055667,63.147541,9.0232401
2024-02-0106:36:00.000,182.35000,167.20200,57.782539,6.8174801
2024-02-0106:37:00.000,65.586667,61.332000,53.871868,5.2893400
2024-02-0106:38:00.000,3.1943333,1.8413333,50.872280,4.2200298
2024-02-0106:39:00.000,1.7396667,0.56566667,48.473900,3.4511199
2024-02-0106:40:00.000,1.4930000,0.48866667,46.489979,2.8825700
2024-02-0106:41:00.000,1.3853333,0.48600000,44.802250,2.4544799
2024-02-0106:42:00.000,1.2486667,0.44566667,43.332531,2.1266201
2024-02-0106:43:00.000,1.0410000,0.39400000,42.027130,1.8720599
2024-02-0106:44:00.000,0.95266667,0.38433333,40.848030,1.6710300
2024-02-0106:45:00.000,0.86533333,0.37200000,39.767471,1.5115100
2024-02-0106:46:00.000,0.80133333,0.33633333,38.764690,1.3838600
2024-02-0106:47:00.000,0.76800000,0.35166667,37.823769,1.2818300
2024-02-0106:48:00.000,0.74366667,0.34966667,36.932240,1.2012600
2024-02-0106:49:00.000,0.69466667,0.32133333,36.080109,1.1398000
2024-02-0106:50:00.000,0.70833333,0.32566667,35.259190,1.0944500
2024-02-0106:51:00.000,0.74333333,0.35933333,34.462620,1.0644400
2024-02-0106:52:00.000,0.73266667,0.35366667,33.684490,1.0484000
2024-02-0106:53:00.000,0.76833333,0.35833333,32.919590,1.0453800
2024-02-0106:54:00.000,0.76133333,0.34866667,32.163200,1.0536200
2024-02-0106:55:00.000,0.79766667,0.40333333,31.410860,1.0750400
2024-02-0106:56:00.000,0.83266667,0.40966667,30.658291,1.1100100
2024-02-0106:57:00.000,0.81200000,0.37133333,29.901180,1.1587700
2024-02-0106:58:00.000,0.86000000,0.40200000,29.135050,1.2223099
2024-02-0106:59:00.000,0.94200000,0.46433333,28.355150,1.3017499
2024-02-0107:00:00.000,1.1423333,0.57800000,27.556190,1.3975400
2024-02-0107:01:00.000,2.7643333,1.9633333,26.732189,1.5120000
2024-02-0107:02:00.000,48.072667,41.588000,25.876160,1.6444700
2024-02-0107:03:00.000,34.282000,27.675000,24.979740,1.7953399
2024-02-0107:04:00.000,13.366000,10.472333,24.032721,1.9635299
2024-02-0107:05:00.000,8.3833333,6.2420000,23.022320,2.1510301
2024-02-0107:06:00.000,5.1726667,3.3616667,21.932180,2.3589599
2024-02-0107:07:00.000,3.5580000,1.9360000,20.740940,2.5903001
2024-02-0107:08:00.000,2.9770000,1.1043333,19.419950,2.8473401
2024-02-0107:09:00.000,10.051000,3.9413333,17.929850,3.1353900
2024-02-0107:10:00.000,13.169000,6.9556667,16.214939,3.4619100
2024-02-0107:11:00.000,80.135333,70.215667,14.193770,3.8383601
2024-02-0107:12:00.000,216.46667,194.32300,11.742700,4.2751002
2024-02-0107:13:00.000,253.63767,199.39900,8.6655798,4.7769899
2024-02-0107:14:00.000,250.16267,203.02233,4.6352901,5.3388100
2024-02-0107:15:00.000,216.44433,183.21933,359.07538,5.9450698
2024-02-0107:16:00.000,47.304667,42.463333,350.91867,6.5632401
2024-02-0107:17:00.000,26.627667,24.057667,338.19006,7.1359601
2024-02-0107:18:00.000,13.110333,11.162333,318.02682,7.5777898
2024-02-0107:19:00.000,6.6526667,5.0650000,290.69943,7.7906199
2024-02-0107:20:00.000,2.8620000,1.6150000,265.18918,7.7026200
2024-02-0107:21:00.000,28.067667,25.038000,247.82364,7.3079600
2024-02-0107:22:00.000,161.00400,146.41500,236.92984,6.6769199
2024-02-0107:23:00.000,237.73600,207.98400,229.81334,5.9203401
2024-02-0107:24:00.000,162.04667,149.86767,224.85672,5.1483498
2024-02-0107:25:00.000,19.137000,16.588000,221.19627,4.4371800
2024-02-0107:26:00.000,3.3423333,1.5716667,218.35864,3.8209600
2024-02-0107:27:00.000,1.9476667,0.82366667,216.07014,3.3025601
2024-02-0107:28:00.000,3.1453333,1.9690000,214.16376,2.8741000
2024-02-0107:29:00.000,2.1333333,1.1036667,212.53253,2.5217700
2024-02-0107:30:00.000,1.4293333,0.55233333,211.10510,2.2326901
2024-02-0107:31:00.000,1.4160000,0.60966667,209.83211,1.9959800
2024-02-0107:32:00.000,1.1923333,0.54033333,208.67828,1.8014500
2024-02-0107:33:00.000,1.1543333,0.56300000,207.61777,1.6415900
2024-02-0107:34:00.000,1.0613333,0.52133333,206.63106,1.5096400
2024-02-0107:35:00.000,0.94233333,0.45566667,205.70319,1.4010400
2024-02-0107:36:00.000,0.86866667,0.43333333,204.82233,1.3121200
2024-02-0107:37:00.000,0.81600000,0.41866667,203.97896,1.2393600
2024-02-0107:38:00.000,0.80733333,0.41966667,203.16525,1.1811600
2024-02-0107:39:00.000,0.85633333,0.46433333,202.37463,1.1354500
2024-02-0107:40:00.000,0.90700000,0.51700000,201.60138,1.1016999
2024-02-0107:41:00.000,0.85566667,0.44800000,200.84044,1.0783499
2024-02-0107:42:00.000,0.84466667,0.43000000,200.08720,1.0651000
2024-02-0107:43:00.000,0.86000000,0.47100000,199.33728,1.0613600
2024-02-0107:44:00.000,0.98600000,0.58200000,198.58646,1.0667700
2024-02-0107:45:00.000,0.85733333,0.46133333,197.83046,1.0809400
2024-02-0107:46:00.000,0.89333333,0.49033333,197.06480,1.1041200
2024-02-0107:47:00.000,0.85166667,0.47166667,196.28474,1.1360199
2024-02-0107:48:00.000,0.82866667,0.42633333,195.48494,1.1779300
2024-02-0107:49:00.000,0.93100000,0.51166667,194.65935,1.2300500
2024-02-0107:50:00.000,1.0963333,0.59700000,193.80087,1.2945700
2024-02-0107:51:00.000,1.0203333,0.50600000,192.90105,1.3725300
2024-02-0107:52:00.000,1.1996667,0.58866667,191.94940,1.4685200
2024-02-0107:53:00.000,1.2236667,0.54700000,190.93288,1.5864700
2024-02-0107:54:00.000,1.3460000,0.63266667,189.83475,1.7330800
2024-02-0107:55:00.000,1.4233333,0.60233333,188.63298,1.9183100
2024-02-0107:56:00.000,1.7326667,0.70933333,187.29808,2.1554999
2024-02-0107:57:00.000,2.5226667,1.3856667,185.78935,2.4645801
2024-02-0107:58:00.000,1.9650000,0.74133333,184.04901,2.8741400
2024-02-0107:59:00.000,18.257000,15.503333,181.99225,3.4285400
2024-02-0108:00:00.000,105.60767,95.230667,179.48975,4.1953902
2024-02-0108:01:00.000,186.66367,163.74767,176.33534,5.2871099
2024-02-0108:02:00.000,32.140667,28.927667,172.18318,6.8871298
2024-02-0108:03:00.000,3.1390000,1.7490000,166.42001,9.2356300
2024-02-0108:04:00.000,3.0926667,1.7316667,157.90570,12.544280
2024-02-0108:05:00.000,3.6350000,2.2240000,144.54361,16.745300
2024-02-0108:06:00.000,3.4716667,2.0773333,123.47735,20.682261
2024-02-0108:07:00.000,2.3640000,1.1470000,95.774071,22.109949
2024-02-0108:08:00.000,2.6336667,1.3260000,70.971100,19.833179
2024-02-0108:09:00.000,6.4586667,4.8260000,54.413609,15.571930
2024-02-0108:10:00.000,21.648000,18.656333,44.022999,11.580850
2024-02-0108:11:00.000,48.006000,44.272000,37.193748,8.5802803
2024-02-0108:12:00.000,65.483000,60.994333,32.406910,6.4862900
2024-02-0108:13:00.000,2.2576667,1.1103333,28.852539,5.0445199
2024-02-0108:14:00.000,1.6453333,0.54900000,26.084721,4.0326400
2024-02-0108:15:00.000,1.5640000,0.52133333,23.844200,3.3024600
2024-02-0108:16:00.000,1.3836667,0.46900000,21.971979,2.7623601
2024-02-0108:17:00.000,1.2756667,0.45300000,20.365801,2.3554699
2024-02-0108:18:00.000,1.1586667,0.43233333,18.957130,2.0420599
2024-02-0108:19:00.000,1.0106667,0.40533333,17.698410,1.7945700
2024-02-0108:20:00.000,0.86066667,0.35633333,16.555571,1.5970700
2024-02-0108:21:00.000,0.82233333,0.35966667,15.503550,1.4380800
2024-02-0108:22:00.000,0.78566667,0.35133333,14.523420,1.3160900
2024-02-0108:23:00.000,0.75166667,0.35633333,13.600580,1.2222100
2024-02-0108:24:00.000,0.71233333,0.33100000,12.723490,1.1530700
2024-02-0108:25:00.000,0.70900000,0.32266667,11.882840,1.1047699
2024-02-0108:26:00.000,0.71066667,0.33466667,11.070920,1.0741100
2024-02-0108:27:00.000,0.75266667,0.36533333,10.281250,1.0580000
2024-02-0108:28:00.000,0.77500000,0.37466667,9.5081797,1.0559100
2024-02-0108:29:00.000,0.73900000,0.33366667,8.7466898,1.0651100
2024-02-0108:30:00.000,0.76133333,0.36233333,7.9921699,1.0855000
2024-02-0108:31:00.000,0.79366667,0.38200000,7.2402301,1.1192800
2024-02-0108:32:00.000,0.76533333,0.34133333,6.4865899,1.1658800
2024-02-0108:33:00.000,0.90700000,0.43100000,5.7269201,1.2238200
2024-02-0108:34:00.000,0.94000000,0.46966667,4.9566598,1.2923100
2024-02-0108:35:00.000,1.8126667,1.1786667,4.1708798,1.3731400
2024-02-0108:36:00.000,6.2530000,3.6160000,3.3641000,1.4682500
2024-02-0108:37:00.000,83.020500,53.689100,2.5300300,1.5780200
2024-02-0108:38:00.000,198.66233,87.836250,1.6612600,1.7012100
2024-02-0108:39:00.000,187.76967,N/A,0.74886000,1.8345500
2024-02-0108:40:00.000,77.944333,N/A,359.78183,1.9752300
2024-02-0108:41:00.000,70.448333,N/A,358.74631,2.1248400
2024-02-0108:42:00.000,20.605667,N/A,357.62445,2.2848301
2024-02-0108:43:00.000,15.674333,N/A,356.39264,2.4584601
2024-02-0108:44:00.000,7.0093333,N/A,355.01913,2.6486199
2024-02-0108:45:00.000,2.8606667,N/A,353.45975,2.8597500
2024-02-0108:46:00.000,7.7003333,N/A,351.65131,3.0993500
2024-02-0108:47:00.000,13.594000,N/A,349.50040,3.3803000
2024-02-0108:48:00.000,63.037667,N/A,346.86301,3.7179201
2024-02-0108:49:00.000,191.49300,N/A,343.50708,4.1301398
2024-02-0108:50:00.000,341.33833,0.000000e+0,339.03836,4.6345601
2024-02-0108:51:00.000,272.67000,N/A,332.74899,5.2463899
2024-02-0108:52:00.000,299.55200,N/A,323.31570,5.9761300
2024-02-0108:53:00.000,100.61833,N/A,308.37442,6.8203101
2024-02-0108:54:00.000,10.263333,N/A,285.31915,7.7364898
2024-02-0108:55:00.000,3.9850000,N/A,257.34564,8.6139202
2024-02-0108:56:00.000,4.0820000,N/A,234.44115,9.2572899
2024-02-0108:57:00.000,3.8143333,N/A,219.62759,9.4440899
2024-02-0108:58:00.000,3.3140000,N/A,210.26920,9.0594501
2024-02-0108:59:00.000,4.0253333,N/A,204.02251,8.1957102
2024-02-0109:00:00.000,49.802667,N/A,199.57925,7.0902901
2024-02-0109:01:00.000,151.08833,N/A,196.23953,5.9757199
2024-02-0109:02:00.000,47.711000,N/A,193.61304,4.9904399
2024-02-0109:03:00.000,5.6160000,N/A,191.46974,4.1764898
2024-02-0109:04:00.000,1.7713333,N/A,189.66695,3.5238700
2024-02-0109:05:00.000,2.1596667,N/A,188.11185,3.0051401
2024-02-0109:06:00.000,2.1730000,N/A,186.74173,2.5939701
2024-02-0109:07:00.000,1.3506667,N/A,185.51274,2.2666399
2024-02-0109:08:00.000,1.2643333,N/A,184.39323,2.0048399
2024-02-0109:09:00.000,1.1103333,N/A,183.35979,1.7944800
2024-02-0109:10:00.000,0.96433333,N/A,182.39462,1.6242900
2024-02-0109:11:00.000,0.90100000,N/A,181.48396,1.4864900
2024-02-0109:12:00.000,0.79800000,N/A,180.61684,1.3744900
2024-02-0109:13:00.000,0.79633333,N/A,179.78439,1.2842600
2024-02-0109:14:00.000,0.77766667,N/A,178.97925,1.2118500
2024-02-0109:15:00.000,0.75533333,N/A,178.19514,1.1551700
2024-02-0109:16:00.000,0.75166667,N/A,177.42664,1.1120501
2024-02-0109:17:00.000,0.84300000,N/A,176.66882,1.0807500
2024-02-0109:18:00.000,0.79800000,N/A,175.91719,1.0604500
2024-02-0109:19:00.000,0.77900000,N/A,175.16743,1.0497400
2024-02-0109:20:00.000,0.85433333,N/A,174.41534,1.0477300
2024-02-0109:21:00.000,0.89066667,N/A,173.65657,1.0541400
2024-02-0109:22:00.000,0.89266667,N/A,172.88658,1.0695500
2024-02-0109:23:00.000,0.82733333,N/A,172.10042,1.0936900
2024-02-0109:24:00.000,0.84333333,N/A,171.29257,1.1274101
2024-02-0109:25:00.000,0.88766667,N/A,170.45663,1.1713901
2024-02-0109:26:00.000,0.90433333,N/A,169.58513,1.2277800
2024-02-0109:27:00.000,0.98533333,N/A,168.66893,1.2991900
2024-02-0109:28:00.000,1.0580000,N/A,167.69682,1.3892800
2024-02-0109:29:00.000,1.1146667,N/A,166.65463,1.5021600
2024-02-0109:30:00.000,1.2226667,N/A,165.52399,1.6462200
2024-02-0109:31:00.000,1.3580000,N/A,164.28069,1.8300300
2024-02-0109:32:00.000,1.4606667,N/A,162.89188,2.0690200
2024-02-0109:33:00.000,2.0030000,N/A,161.31187,2.3831601
2024-02-0109:34:00.000,1.9586667,N/A,159.47508,2.8037901
2024-02-0109:35:00.000,2.8806667,N/A,157.28406,3.3766999
2024-02-0109:36:00.000,39.027333,N/A,154.58801,4.1751299
2024-02-0109:37:00.000,100.94167,0.000000e+0,151.14255,5.3262501
2024-02-0109:38:00.000,3.0260000,N/A,146.52994,7.0495801
2024-02-0109:39:00.000,3.6650000,N/A,139.99591,9.6350203
2024-02-0109:40:00.000,3.4880000,N/A,130.12688,13.281200
2024-02-0109:41:00.000,2.6423333,N/A,114.43782,17.883209
2024-02-0109:42:00.000,3.4276667,N/A,90.520248,22.105650
2024-02-0109:43:00.000,3.7020000,N/A,62.582951,23.355101
2024-02-0109:44:00.000,3.5363333,N/A,40.530231,20.431000
2024-02-0109:45:00.000,3.5436667,N/A,26.422331,15.737170
2024-02-0109:46:00.000,5.0866667,N/A,17.479059,11.542570
2024-02-0109:47:00.000,28.591667,N/A,11.470800,8.4881601
2024-02-0109:48:00.000,3.2123333,N/A,7.1711502,6.3949599
2024-02-0109:49:00.000,1.6940000,N/A,3.9228301,4.9665699
2024-02-0109:50:00.000,1.5606667,N/A,1.3574100,3.9673600
2024-02-0109:51:00.000,1.5203333,N/A,359.25668,3.2444601
2024-02-0109:52:00.000,1.3773333,N/A,357.48450,2.7076499
2024-02-0109:53:00.000,1.1653333,N/A,355.95203,2.2996399
2024-02-0109:54:00.000,1.0523333,N/A,354.59897,1.9814000
2024-02-0109:55:00.000,0.96800000,N/A,353.38303,1.7319601
2024-02-0109:56:00.000,0.87200000,N/A,352.27356,1.5401200
2024-02-0109:57:00.000,0.78566667,N/A,351.24792,1.3927000
2024-02-0109:58:00.000,0.74833333,N/A,350.28876,1.2830300
2024-02-0109:59:00.000,0.72166667,N/A,349.38266,1.2026000
2024-02-0110:00:00.000,0.74533333,N/A,348.51895,1.1454300
2024-02-0110:01:00.000,0.76325000,N/A,347.68887,1.1070499
2024-02-0110:02:00.000,0.71066667,N/A,346.88522,1.0845799
2024-02-0110:03:00.000,0.71200000,N/A,346.10178,1.0762500
2024-02-0110:04:00.000,0.76966667,N/A,345.33319,1.0800900
2024-02-0110:05:00.000,0.76366667,N/A,344.57458,1.0932600
2024-02-0110:06:00.000,0.74633333,N/A,343.82141,1.1163900
2024-02-0110:07:00.000,0.76033333,N/A,343.06937,1.1512700
2024-02-0110:08:00.000,0.90300000,N/A,342.31418,1.1944500
2024-02-0110:09:00.000,1.8206667,N/A,341.55142,1.2463800
