date,gamma,elecro,lon,L
2024-02-0508:39:00.000,17.206000,N/A,206.81110,6.9848499
2024-02-0508:40:00.000,138.29733,N/A,202.97530,5.9754500
2024-02-0508:41:00.000,95.083000,0.000000e+0,200.02351,5.0443101
2024-02-0508:42:00.000,6.2366667,N/A,197.65723,4.2516599
2024-02-0508:43:00.000,1.9016667,N/A,195.69576,3.6033900
2024-02-0508:44:00.000,2.0246667,N/A,194.02432,3.0818901
2024-02-0508:45:00.000,1.6670000,N/A,192.56677,2.6636801
2024-02-0508:46:00.000,1.4210000,N/A,191.27074,2.3286700
2024-02-0508:47:00.000,1.3463333,N/A,190.09901,2.0595901
2024-02-0508:48:00.000,1.2076667,N/A,189.02441,1.8418700
2024-02-0508:49:00.000,1.0430000,N/A,188.02657,1.6656700
2024-02-0508:50:00.000,0.95433333,N/A,187.08978,1.5217100
2024-02-0508:51:00.000,0.94533333,N/A,186.20183,1.4045100
2024-02-0508:52:00.000,0.85400000,N/A,185.35284,1.3094200
2024-02-0508:53:00.000,0.81100000,N/A,184.53476,1.2329800
2024-02-0508:54:00.000,0.77800000,N/A,183.74080,1.1721900
2024-02-0508:55:00.000,0.76500000,N/A,182.96513,1.1255000
2024-02-0508:56:00.000,0.82066667,N/A,182.20261,1.0908999
2024-02-0508:57:00.000,0.77533333,N/A,181.44855,1.0678600
2024-02-0508:58:00.000,0.96800000,N/A,180.69856,1.0546300
2024-02-0508:59:00.000,0.84233333,N/A,179.94839,1.0504600
2024-02-0509:00:00.000,0.86033333,N/A,179.19382,1.0550300
2024-02-0509:01:00.000,0.83033333,N/A,178.43040,1.0683100
2024-02-0509:02:00.000,0.88566667,N/A,177.65343,1.0901800
2024-02-0509:03:00.000,0.88566667,N/A,176.85773,1.1209700
2024-02-0509:04:00.000,0.94633333,N/A,176.03735,1.1616900
2024-02-0509:05:00.000,0.87866667,N/A,175.18546,1.2131200
2024-02-0509:06:00.000,0.99900000,N/A,174.29382,1.2780000
2024-02-0509:07:00.000,1.1233333,N/A,173.35242,1.3592700
2024-02-0509:08:00.000,1.1336667,N/A,172.34868,1.4607700
2024-02-0509:09:00.000,1.3026667,N/A,171.26662,1.5884700
2024-02-0509:10:00.000,1.3886667,N/A,170.08531,1.7512000
2024-02-0509:11:00.000,1.4633333,N/A,168.77679,1.9605100
2024-02-0509:12:00.000,2.2006667,N/A,167.30267,2.2338099
2024-02-0509:13:00.000,2.6276667,N/A,165.60878,2.5965400
2024-02-0509:14:00.000,2.7356667,N/A,163.61604,3.0861599
2024-02-0509:15:00.000,75.300000,N/A,161.20477,3.7602301
2024-02-0509:16:00.000,180.08800,0.000000e+0,158.18571,4.7150998
2024-02-0509:17:00.000,18.023333,N/A,154.24422,6.1182599
2024-02-0509:18:00.000,1.8293333,N/A,148.82787,8.2299900
2024-02-0509:19:00.000,1.8006667,N/A,140.91576,11.309800
2024-02-0509:20:00.000,1.8503333,N/A,128.60800,15.449090
2024-02-0509:21:00.000,1.8680000,N/A,109.03727,19.992979
2024-02-0509:22:00.000,1.8396667,N/A,81.958702,22.928631
2024-02-0509:23:00.000,1.7663333,N/A,55.939381,21.828051
2024-02-0509:24:00.000,1.7510000,N/A,37.988560,17.687250
2024-02-0509:25:00.000,1.7113333,N/A,26.738140,13.175940
2024-02-0509:26:00.000,3.2323333,N/A,19.424280,9.6566496
2024-02-0509:27:00.000,32.910000,N/A,14.354500,7.1956801
2024-02-0509:28:00.000,1.8623333,N/A,10.625240,5.5178399
2024-02-0509:29:00.000,1.6503333,N/A,7.7433801,4.3578801
2024-02-0509:30:00.000,1.5680000,N/A,5.4250398,3.5301499
2024-02-0509:31:00.000,1.4640000,N/A,3.4976799,2.9225399
2024-02-0509:32:00.000,1.3113333,N/A,1.8512000,2.4652400
2024-02-0509:33:00.000,1.1676667,N/A,0.41233999,2.1135199
2024-02-0509:34:00.000,1.0103333,N/A,359.13052,1.8370200
2024-02-0509:35:00.000,0.90600000,N/A,357.96973,1.6216700
2024-02-0509:36:00.000,0.81033333,N/A,356.90359,1.4527700
2024-02-0509:37:00.000,0.77600000,N/A,355.91223,1.3269900
2024-02-0509:38:00.000,0.73166667,N/A,354.98044,1.2327700
2024-02-0509:39:00.000,0.72500000,N/A,354.09616,1.1645700
2024-02-0509:40:00.000,0.71500000,N/A,353.24979,1.1172400
2024-02-0509:41:00.000,0.75366667,N/A,352.43341,1.0877700
2024-02-0509:42:00.000,0.72700000,N/A,351.64026,1.0723000
2024-02-0509:43:00.000,0.78266667,N/A,350.86465,1.0709900
2024-02-0509:44:00.000,0.76700000,N/A,350.10141,1.0802200
2024-02-0509:45:00.000,0.74233333,N/A,349.34589,1.0995300
2024-02-0509:46:00.000,0.76233333,N/A,348.59366,1.1306000
2024-02-0509:47:00.000,0.77900000,N/A,347.84048,1.1719400
2024-02-0509:48:00.000,0.89866667,N/A,347.08194,1.2231700
2024-02-0509:49:00.000,1.7310000,N/A,346.31360,1.2832201
2024-02-0509:50:00.000,12.547667,N/A,345.53058,1.3516200
2024-02-0509:51:00.000,78.920333,N/A,344.72751,1.4287800
2024-02-0509:52:00.000,138.37267,N/A,343.89822,1.5135300
2024-02-0509:53:00.000,193.78567,0.000000e+0,343.03555,1.6046600
2024-02-0509:54:00.000,214.31000,0.000000e+0,342.13080,1.7021900
2024-02-0509:55:00.000,242.76167,0.000000e+0,341.17337,1.8072200
2024-02-0509:56:00.000,168.35900,N/A,340.14993,1.9198800
2024-02-0509:57:00.000,123.42000,N/A,339.04337,2.0427101
2024-02-0509:58:00.000,40.483000,N/A,337.83118,2.1784301
2024-02-0509:59:00.000,29.048000,0.000000e+0,336.48315,2.3298900
2024-02-0510:00:00.000,12.422333,N/A,334.95746,2.5023201
2024-02-0510:01:00.000,4.5806667,N/A,333.19470,2.7024801
2024-02-0510:02:00.000,3.1577143,N/A,331.10736,2.9420600
2024-02-0510:03:00.000,5.8016667,N/A,328.56171,3.2378399
2024-02-0510:04:00.000,27.650333,N/A,325.34375,3.6119599
2024-02-0510:05:00.000,175.52567,N/A,321.09326,4.0952101
2024-02-0510:06:00.000,267.03600,N/A,315.16931,4.7247400
2024-02-0510:07:00.000,148.62633,N/A,306.37848,5.5453601
2024-02-0510:08:00.000,15.093333,N/A,292.54495,6.6105199
2024-02-0510:09:00.000,1.6486667,N/A,270.86990,7.9685702
2024-02-0510:10:00.000,1.6436667,N/A,243.04919,9.6216097
2024-02-0510:11:00.000,1.7120000,N/A,218.83636,11.417700
2024-02-0510:12:00.000,1.6623333,N/A,202.84148,12.922940
2024-02-0510:13:00.000,1.7163333,N/A,192.78226,13.485470
2024-02-0510:14:00.000,1.7113333,N/A,186.13725,12.735760
2024-02-0510:15:00.000,1.7603333,N/A,181.45738,11.004760
2024-02-0510:16:00.000,1.7110000,N/A,177.96887,8.9837799
2024-02-0510:17:00.000,14.646333,N/A,175.24388,7.1665502
2024-02-0510:18:00.000,88.532000,N/A,173.03255,5.7192302
2024-02-0510:19:00.000,29.806333,N/A,171.18100,4.6181002
2024-02-0510:20:00.000,1.9790000,N/A,169.58998,3.7873800
2024-02-0510:21:00.000,1.7906667,N/A,168.19276,3.1590900
2024-02-0510:22:00.000,1.7673333,N/A,166.94293,2.6801300
2024-02-0510:23:00.000,1.4413333,N/A,165.80714,2.3111801
2024-02-0510:24:00.000,1.2496667,N/A,164.76086,2.0239100
2024-02-0510:25:00.000,1.1190000,N/A,163.78549,1.7977999
2024-02-0510:26:00.000,1.0543333,N/A,162.86668,1.6182500
2024-02-0510:27:00.000,0.93700000,N/A,161.99309,1.4752800
2024-02-0510:28:00.000,0.94866667,N/A,161.15553,1.3607399
2024-02-0510:29:00.000,0.81966667,N/A,160.34642,1.2695000
2024-02-0510:30:00.000,0.78466667,N/A,159.55936,1.1969000
2024-02-0510:31:00.000,0.85966667,N/A,158.78873,1.1402400
2024-02-0510:32:00.000,0.82900000,N/A,158.02962,1.0969900
2024-02-0510:33:00.000,0.80600000,N/A,157.27744,1.0656800
2024-02-0510:34:00.000,0.84800000,N/A,156.52811,1.0444601
2024-02-0510:35:00.000,0.80033333,N/A,155.77692,1.0332201
2024-02-0510:36:00.000,0.86433333,N/A,155.01982,1.0312901
2024-02-0510:37:00.000,0.81766667,N/A,154.25230,1.0382900
2024-02-0510:38:00.000,0.91866667,N/A,153.46954,1.0554399
2024-02-0510:39:00.000,0.85600000,N/A,152.66609,1.0829200
2024-02-0510:40:00.000,0.85500000,N/A,151.83575,1.1216100
2024-02-0510:41:00.000,0.87633333,N/A,150.97127,1.1735100
2024-02-0510:42:00.000,0.92833333,N/A,150.06384,1.2412000
2024-02-0510:43:00.000,1.0233333,N/A,149.10266,1.3275501
2024-02-0510:44:00.000,1.0543333,N/A,148.07413,1.4378800
2024-02-0510:45:00.000,1.2523333,N/A,146.96075,1.5782300
2024-02-0510:46:00.000,1.2726667,N/A,145.73952,1.7584500
2024-02-0510:47:00.000,1.5160000,N/A,144.37930,1.9907800
2024-02-0510:48:00.000,2.5403333,N/A,142.83710,2.2961700
2024-02-0510:49:00.000,2.2606667,N/A,141.05145,2.7022099
2024-02-0510:50:00.000,3.9003333,N/A,138.93169,3.2509501
2024-02-0510:51:00.000,115.76867,N/A,136.33852,4.0067601
2024-02-0510:52:00.000,111.52233,N/A,133.04803,5.0837302
2024-02-0510:53:00.000,2.4140000,N/A,128.68121,6.6883602
2024-02-0510:54:00.000,1.7346667,N/A,122.55975,9.1322603
2024-02-0510:55:00.000,1.8226667,N/A,113.41597,12.643140
2024-02-0510:56:00.000,1.8453333,N/A,98.958443,17.305340
2024-02-0510:57:00.000,1.8130000,N/A,76.458679,22.420879
2024-02-0510:58:00.000,1.7893333,N/A,48.451511,25.579821
2024-02-0510:59:00.000,1.7716667,N/A,24.941420,24.016001
2024-02-0511:00:00.000,1.6646667,N/A,9.6294403,19.124670
2024-02-0511:01:00.000,1.7146667,N/A,359.98581,14.058370
2024-02-0511:02:00.000,2.1970000,N/A,353.58041,10.203780
2024-02-0511:03:00.000,3.0200000,N/A,349.04443,7.5457802
2024-02-0511:04:00.000,1.9493333,N/A,345.64722,5.7505598
2024-02-0511:05:00.000,1.6816667,N/A,342.98309,4.5219798
2024-02-0511:06:00.000,1.6266667,N/A,340.81409,3.6533699
2024-02-0511:07:00.000,1.4293333,N/A,338.99295,3.0176699
2024-02-0511:08:00.000,1.2330000,N/A,337.42441,2.5399899
2024-02-0511:09:00.000,1.1040000,N/A,336.04410,2.1737599
2024-02-0511:10:00.000,1.0050000,N/A,334.80716,1.8906100
2024-02-0511:11:00.000,0.91233333,N/A,333.68134,1.6709599
2024-02-0511:12:00.000,0.84566667,N/A,332.64276,1.5039800
2024-02-0511:13:00.000,0.80033333,N/A,331.67328,1.3759100
2024-02-0511:14:00.000,0.74700000,N/A,330.75897,1.2815000
2024-02-0511:15:00.000,0.75700000,N/A,329.88864,1.2117000
2024-02-0511:16:00.000,0.72100000,N/A,329.05338,1.1622200
2024-02-0511:17:00.000,0.72866667,N/A,328.24561,1.1296099
2024-02-0511:18:00.000,0.69266667,N/A,327.45908,1.1109300
2024-02-0511:19:00.000,0.74600000,N/A,326.68823,1.1045500
2024-02-0511:20:00.000,0.90266667,N/A,325.92813,1.1081001
2024-02-0511:21:00.000,1.3533333,N/A,325.17422,1.1185700
2024-02-0511:22:00.000,3.4396667,N/A,324.42215,1.1360800
2024-02-0511:23:00.000,10.880667,N/A,323.66760,1.1620800
2024-02-0511:24:00.000,55.928667,N/A,322.90622,1.1942000
2024-02-0511:25:00.000,121.96333,N/A,322.13342,1.2310100
2024-02-0511:26:00.000,175.65633,N/A,321.34418,1.2741300
2024-02-0511:27:00.000,212.64433,N/A,320.53284,1.3224500
2024-02-0511:28:00.000,226.51667,N/A,319.69299,1.3758399
2024-02-0511:29:00.000,243.36333,N/A,318.81693,1.4359400
2024-02-0511:30:00.000,207.71867,N/A,317.89545,1.5036200
2024-02-0511:31:00.000,186.76667,0.000000e+0,316.91708,1.5800101
2024-02-0511:32:00.000,216.79067,N/A,315.86734,1.6679699
2024-02-0511:33:00.000,162.31267,N/A,314.72745,1.7686599
2024-02-0511:34:00.000,149.25500,N/A,313.47266,1.8868500
2024-02-0511:35:00.000,64.239333,N/A,312.06921,2.0269301
2024-02-0511:36:00.000,26.039000,N/A,310.47015,2.1956301
2024-02-0511:37:00.000,9.7433333,N/A,308.60794,2.4029901
2024-02-0511:38:00.000,4.5330000,N/A,306.38181,2.6635900
2024-02-0511:39:00.000,2.6980000,N/A,303.63556,2.9983301
2024-02-0511:40:00.000,9.6230000,N/A,300.11499,3.4393799
2024-02-0511:41:00.000,126.88500,0.000000e+0,295.38397,4.0348301
2024-02-0511:42:00.000,180.91633,N/A,288.65256,4.8569698
2024-02-0511:43:00.000,87.629667,N/A,278.44098,6.0120101
2024-02-0511:44:00.000,1.9930000,N/A,262.19299,7.6640801
2024-02-0511:45:00.000,1.9260000,N/A,237.72302,10.086720
2024-02-0511:46:00.000,2.0303333,N/A,209.97118,13.698990
2024-02-0511:47:00.000,1.9870000,N/A,188.58347,18.927971
2024-02-0511:48:00.000,1.9443333,N/A,174.96725,25.303181
2024-02-0511:49:00.000,1.9143333,N/A,166.30157,29.719959
2024-02-0511:50:00.000,1.9713333,N/A,160.44922,27.840820
2024-02-0511:51:00.000,1.9656667,N/A,156.24193,21.395370
2024-02-0511:52:00.000,1.9170000,N/A,153.05157,15.024070
2024-02-0511:53:00.000,1.9190000,N/A,150.52451,10.507230
2024-02-0511:54:00.000,25.430333,N/A,148.45029,7.5944700
2024-02-0511:55:00.000,102.64667,N/A,146.69711,5.7220898
2024-02-0511:56:00.000,7.8083333,N/A,145.17873,4.4567299
2024-02-0511:57:00.000,1.9796667,N/A,143.83640,3.5669899
2024-02-0511:58:00.000,2.2093333,N/A,142.62883,2.9271400
2024-02-0511:59:00.000,1.6643333,N/A,141.52609,2.4586000
2024-02-0512:00:00.000,1.5100000,N/A,140.50592,2.1081500
2024-02-0512:01:00.000,1.3910000,N/A,139.55135,1.8411800
2024-02-0512:02:00.000,1.2703333,N/A,138.64917,1.6346500
2024-02-0512:03:00.000,1.1316667,N/A,137.78885,1.4736800
2024-02-0512:04:00.000,1.0443333,N/A,136.96181,1.3466700
2024-02-0512:05:00.000,0.96333333,N/A,136.16090,1.2471700
2024-02-0512:06:00.000,0.97200000,N/A,135.38005,1.1695800
2024-02-0512:07:00.000,0.93233333,N/A,134.61391,1.1096600
2024-02-0512:08:00.000,0.91400000,N/A,133.85767,1.0647500
2024-02-0512:09:00.000,0.94933333,N/A,133.10686,1.0332201
2024-02-0512:10:00.000,0.86666667,N/A,132.35719,1.0127400
2024-02-0512:11:00.000,0.89533333,N/A,131.60448,1.0033700
2024-02-0512:12:00.000,0.89066667,N/A,130.84433,1.0041500
2024-02-0512:13:00.000,0.88100000,N/A,130.07216,1.0156699
2024-02-0512:14:00.000,0.92666667,N/A,129.28294,1.0385700
2024-02-0512:15:00.000,0.89400000,N/A,128.47105,1.0728101
2024-02-0512:16:00.000,0.93066667,N/A,127.62990,1.1205200
2024-02-0512:17:00.000,0.98766667,N/A,126.75178,1.1832600
2024-02-0512:18:00.000,0.98933333,N/A,125.82727,1.2644399
2024-02-0512:19:00.000,1.1346667,N/A,124.84472,1.3672200
2024-02-0512:20:00.000,1.2380000,N/A,123.78934,1.4974999
2024-02-0512:21:00.000,1.3783333,N/A,122.64195,1.6633300
2024-02-0512:22:00.000,1.4430000,N/A,121.37710,1.8752100
2024-02-0512:23:00.000,1.6996667,N/A,119.96015,2.1491399
2024-02-0512:24:00.000,1.8526667,N/A,118.34265,2.5086999
2024-02-0512:25:00.000,1.8960000,N/A,116.45470,2.9865501
2024-02-0512:26:00.000,21.233333,N/A,114.19172,3.6281300
2024-02-0512:27:00.000,67.539667,N/A,111.39072,4.5114102
2024-02-0512:28:00.000,11.846000,N/A,107.78520,5.7805901
2024-02-0512:29:00.000,1.8710000,N/A,102.91534,7.6999002
2024-02-0512:30:00.000,1.8492000,N/A,95.943481,10.575640
2024-02-0512:31:00.000,1.8443333,N/A,85.298340,14.640230
2024-02-0512:32:00.000,1.8476667,N/A,68.319099,20.213440
2024-02-0512:33:00.000,1.8446667,N/A,43.112919,26.934120
2024-02-0512:34:00.000,1.8363333,N/A,15.555840,31.527031
2024-02-0512:35:00.000,1.8500000,N/A,354.94739,29.900789
2024-02-0512:36:00.000,1.7700000,N/A,341.92056,23.548710
2024-02-0512:37:00.000,1.6916667,N/A,333.59946,17.028839
2024-02-0512:38:00.000,1.7160000,N/A,327.94775,12.145790
2024-02-0512:39:00.000,2.5573333,N/A,323.86322,8.8498096
2024-02-0512:40:00.000,4.3266667,N/A,320.75220,6.6616998
2024-02-0512:41:00.000,2.0630000,N/A,318.27884,5.1912699
2024-02-0512:42:00.000,1.6920000,N/A,316.24243,4.1740799
2024-02-0512:43:00.000,1.6173333,0.000000e+0,314.51672,3.4430101
2024-02-0512:44:00.000,2.0320000,N/A,313.01874,2.9011300
2024-02-0512:45:00.000,1.6786667,N/A,311.69189,2.4920001
2024-02-0512:46:00.000,2.4533333,N/A,310.49615,2.1790600
2024-02-0512:47:00.000,1.0590000,N/A,309.40259,1.9371700
2024-02-0512:48:00.000,0.97933333,N/A,308.38947,1.7485200
2024-02-0512:49:00.000,0.91266667,N/A,307.44034,1.5988899
2024-02-0512:50:00.000,0.86700000,N/A,306.54221,1.4830300
2024-02-0512:51:00.000,0.83600000,N/A,305.68484,1.3925700
2024-02-0512:52:00.000,0.80433333,N/A,304.85974,1.3225900
2024-02-0512:53:00.000,0.78933333,N/A,304.05994,1.2694900
2024-02-0512:54:00.000,0.77633333,N/A,303.27936,1.2290000
2024-02-0512:55:00.000,0.77000000,N/A,302.51273,1.1988400
2024-02-0512:56:00.000,0.82200000,N/A,301.75525,1.1784000
2024-02-0512:57:00.000,2.6226667,N/A,301.00247,1.1653200
2024-02-0512:58:00.000,5.7333333,N/A,300.25000,1.1595100
2024-02-0512:59:00.000,N/A,N/A,299.49362,1.1598800
2024-02-0513:00:00.000,N/A,N/A,298.72888,1.1659300
2024-02-0513:01:00.000,N/A,N/A,297.95102,1.1785300
2024-02-0513:02:00.000,N/A,N/A,297.15488,1.1981200
2024-02-0513:03:00.000,N/A,N/A,296.33453,1.2248501
2024-02-0513:04:00.000,N/A,N/A,295.48322,1.2602600
2024-02-0513:05:00.000,215.62500,N/A,294.59274,1.3043700
2024-02-0513:06:00.000,149.55633,N/A,293.65317,1.3595901
2024-02-0513:07:00.000,107.63333,N/A,292.65213,1.4274300
2024-02-0513:08:00.000,67.448667,N/A,291.57388,1.5102000
2024-02-0513:09:00.000,18.969333,N/A,290.39777,1.6115400
2024-02-0513:10:00.000,5.1143333,N/A,289.09634,1.7364000
2024-02-0513:11:00.000,4.1690000,N/A,287.63199,1.8906900
2024-02-0513:12:00.000,4.7210000,N/A,285.95166,2.0854700
2024-02-0513:13:00.000,7.0286667,N/A,283.97824,2.3330901
2024-02-0513:14:00.000,3.7483333,N/A,281.59521,2.6544099
2024-02-0513:15:00.000,2.7376667,N/A,278.61902,3.0806201
2024-02-0513:16:00.000,37.184333,N/A,274.74564,3.6619699
2024-02-0513:17:00.000,257.25200,N/A,269.44370,4.4803600
2024-02-0513:18:00.000,106.31667,N/A,261.73474,5.6699200
2024-02-0513:19:00.000,3.8503333,N/A,249.79608,7.4580498
2024-02-0513:20:00.000,1.8870000,N/A,230.80220,10.297330
2024-02-0513:21:00.000,1.9216667,N/A,204.10616,15.214980
2024-02-0513:22:00.000,1.9673333,N/A,177.74469,24.735649
2024-02-0513:23:00.000,2.0373333,N/A,159.26273,46.315990
2024-02-0513:24:00.000,1.9983333,N/A,147.65874,99.050697
2024-02-0513:25:00.000,2.0341667,N/A,140.13950,154.73083
2024-02-0513:26:00.000,1.9336667,N/A,134.94768,89.740341
2024-02-0513:27:00.000,2.0036667,N/A,131.14198,40.774189
2024-02-0513:28:00.000,1.9943333,N/A,128.20970,21.313520
2024-02-0513:29:00.000,1.9470000,N/A,125.85663,12.651180
2024-02-0513:30:00.000,8.0596667,N/A,123.90448,8.3700504
2024-02-0513:31:00.000,135.54100,N/A,122.23983,6.0198698
2024-02-0513:32:00.000,22.971667,N/A,120.78735,4.5657001
2024-02-0513:33:00.000,1.9046667,N/A,119.49519,3.5842800
2024-02-0513:34:00.000,1.8643333,N/A,118.32647,2.8986199
2024-02-0513:35:00.000,1.6810000,N/A,117.25423,2.4084499
2024-02-0513:36:00.000,1.5196667,N/A,116.25823,2.0497501
2024-02-0513:37:00.000,1.3870000,N/A,115.32295,1.7801000
2024-02-0513:38:00.000,1.2066667,N/A,114.43619,1.5746200
2024-02-0513:39:00.000,1.1146667,N/A,113.58816,1.4152800
2024-02-0513:40:00.000,0.99966667,N/A,112.77082,1.2924100
2024-02-0513:41:00.000,1.0043333,N/A,111.97743,1.1970201
2024-02-0513:42:00.000,0.87366667,N/A,111.20219,1.1237800
2024-02-0513:43:00.000,0.88166667,N/A,110.43995,1.0686800
2024-02-0513:44:00.000,0.89566667,N/A,109.68606,1.0293300
2024-02-0513:45:00.000,0.90933333,N/A,108.93619,1.0025300
2024-02-0513:46:00.000,0.94233333,N/A,108.18597,0.98855001
2024-02-0513:47:00.000,0.85566667,N/A,107.43121,0.98442000
2024-02-0513:48:00.000,0.88833333,N/A,106.66748,0.99132001
2024-02-0513:49:00.000,0.85200000,N/A,105.89007,1.0101300
2024-02-0513:50:00.000,0.91733333,N/A,105.09377,1.0399200
2024-02-0513:51:00.000,0.92933333,N/A,104.27264,1.0831400
2024-02-0513:52:00.000,0.92300000,N/A,103.41977,1.1410000
2024-02-0513:53:00.000,0.99433333,N/A,102.52692,1.2165300
2024-02-0513:54:00.000,1.0916667,N/A,101.58398,1.3125800
2024-02-0513:55:00.000,1.1983333,N/A,100.57835,1.4347200
2024-02-0513:56:00.000,1.3137778,N/A,99.493881,1.5889200
2024-02-0513:57:00.000,1.4548000,N/A,98.309509,1.7842799
2024-02-0513:58:00.000,1.5953333,N/A,96.997040,2.0341799
2024-02-0513:59:00.000,1.8393333,N/A,95.517731,2.3565700
2024-02-0514:00:00.000,2.0166667,N/A,93.816872,2.7788799
2024-02-0514:01:00.000,4.5513333,N/A,91.814529,3.3364699
2024-02-0514:02:00.000,76.568667,N/A,89.389587,4.0847001
2024-02-0514:03:00.000,126.15433,N/A,86.350250,5.1264400
2024-02-0514:04:00.000,3.5940000,N/A,82.377274,6.6538701
2024-02-0514:05:00.000,1.8323333,N/A,76.909172,8.9622698
2024-02-0514:06:00.000,1.7900000,N/A,68.907288,12.363800
2024-02-0514:07:00.000,1.8700000,N/A,56.441269,17.542740
2024-02-0514:08:00.000,1.9383333,N/A,36.637321,25.606581
2024-02-0514:09:00.000,1.8560000,N/A,9.4371204,37.096600
2024-02-0514:10:00.000,1.8396667,N/A,343.59204,47.471001
2024-02-0514:11:00.000,1.9166667,N/A,325.86356,46.392551
2024-02-0514:12:00.000,1.8630000,N/A,314.75339,35.008678
2024-02-0514:13:00.000,1.7643333,N/A,307.51880,23.705851
2024-02-0514:14:00.000,1.6736667,N/A,302.49521,16.078930
2024-02-0514:15:00.000,2.4630000,N/A,298.79446,11.275380
2024-02-0514:16:00.000,30.108000,N/A,295.93115,8.2550802
2024-02-0514:17:00.000,65.186000,N/A,293.62546,6.3033600
2024-02-0514:18:00.000,28.806333,N/A,291.70703,4.9967699
2024-02-0514:19:00.000,2.3056667,N/A,290.06711,4.0801802
2024-02-0514:20:00.000,1.6476667,N/A,288.63312,3.4088700
2024-02-0514:21:00.000,1.5300000,N/A,287.35507,2.9059401
2024-02-0514:22:00.000,1.4100000,N/A,286.19717,2.5240800
2024-02-0514:23:00.000,1.3333333,N/A,285.13330,2.2295001
2024-02-0514:24:00.000,1.2206667,N/A,284.14377,1.9988300
2024-02-0514:25:00.000,1.1406667,N/A,283.21341,1.8155700
2024-02-0514:26:00.000,0.99633333,N/A,282.33029,1.6678801
2024-02-0514:27:00.000,0.93600000,N/A,281.48486,1.5472500
2024-02-0514:28:00.000,0.88800000,N/A,280.66916,1.4486500
2024-02-0514:29:00.000,0.82433333,N/A,279.87659,1.3674901
2024-02-0514:30:00.000,0.83233333,N/A,279.10135,1.3009700
2024-02-0514:31:00.000,0.85000000,N/A,278.33838,1.2476600
2024-02-0514:32:00.000,0.89666667,N/A,277.58298,1.2055300
2024-02-0514:33:00.000,1.0136667,N/A,276.83078,1.1739399
2024-02-0514:34:00.000,1.3116667,N/A,276.07748,1.1525400
2024-02-0514:35:00.000,2.6723333,N/A,275.31873,1.1409800
2024-02-0514:36:00.000,3.5193333,N/A,274.55005,1.1382500
2024-02-0514:37:00.000,4.4710000,N/A,273.76654,1.1454500
2024-02-0514:38:00.000,3.8036667,N/A,272.96280,1.1619800
2024-02-0514:39:00.000,1.4760000,N/A,272.13266,1.1888200
2024-02-0514:40:00.000,1.3390000,N/A,271.26889,1.2261300
2024-02-0514:41:00.000,1.8643333,N/A,270.36282,1.2756300
2024-02-0514:42:00.000,1.8076667,N/A,269.40372,1.3386400
2024-02-0514:43:00.000,1.4563333,N/A,268.37820,1.4182200
2024-02-0514:44:00.000,1.4463333,N/A,267.26901,1.5171300
2024-02-0514:45:00.000,1.6546667,N/A,266.05347,1.6400700
2024-02-0514:46:00.000,1.3540000,N/A,264.70108,1.7945300
2024-02-0514:47:00.000,1.7283333,N/A,263.16965,1.9899600
2024-02-0514:48:00.000,2.3623333,N/A,261.39914,2.2406900
2024-02-0514:49:00.000,3.0356667,N/A,259.30106,2.5680301
2024-02-0514:50:00.000,2.0476667,N/A,256.73999,3.0041800
2024-02-0514:51:00.000,25.346667,N/A,253.49896,3.6032100
2024-02-0514:52:00.000,237.90500,N/A,249.21219,4.4541502
2024-02-0514:53:00.000,74.922000,N/A,243.22786,5.7111602
2024-02-0514:54:00.000,3.5076667,N/A,234.33141,7.6401401
2024-02-0514:55:00.000,1.7010000,N/A,220.31509,10.786430
2024-02-0514:56:00.000,1.6416667,N/A,198.40332,16.486271
2024-02-0514:57:00.000,1.7800000,N/A,170.53696,28.553419
2024-02-0514:58:00.000,1.6903333,N/A,146.54192,62.259071
2024-02-0514:59:00.000,1.8096667,N/A,130.75427,226.72737
2024-02-0515:00:00.000,1.7103000,0.000000e+0,120.81888,2684.6670
2024-02-0515:01:00.000,1.7406667,0.000000e+0,114.24398,239.65469
2024-02-0515:02:00.000,1.7846667,N/A,109.60550,62.578949
2024-02-0515:03:00.000,1.7320000,N/A,106.14288,27.835560
2024-02-0515:04:00.000,1.7683333,N/A,103.43493,15.536880
2024-02-0515:05:00.000,2.1170000,N/A,101.23532,9.9011497
2024-02-0515:06:00.000,98.579667,0.000000e+0,99.392151,6.9236102
2024-02-0515:07:00.000,109.38000,0.000000e+0,97.807289,5.1788402
2024-02-0515:08:00.000,3.4410000,N/A,96.414703,4.0363598
2024-02-0515:09:00.000,2.0833333,N/A,95.168419,3.2413099
2024-02-0515:10:00.000,1.9110000,N/A,94.035408,2.6719899
2024-02-0515:11:00.000,1.4216667,N/A,92.991302,2.2566400
2024-02-0515:12:00.000,1.2973333,N/A,92.017670,1.9446900
2024-02-0515:13:00.000,1.1106667,N/A,91.100258,1.7063600
2024-02-0515:14:00.000,1.0496667,N/A,90.227768,1.5213200
2024-02-0515:15:00.000,0.95333333,N/A,89.391090,1.3768600
2024-02-0515:16:00.000,0.84800000,N/A,88.582672,1.2636800
2024-02-0515:17:00.000,0.76466667,N/A,87.796112,1.1757700
2024-02-0515:18:00.000,0.75166667,N/A,87.025879,1.1081400
2024-02-0515:19:00.000,0.78866667,N/A,86.267014,1.0574700
2024-02-0515:20:00.000,0.73866667,N/A,85.514961,1.0220400
